35;001-001-000000252;586;438;2015-18-12;1;1680;343;1;APLICABLES AL 1%;1;1.45;145;12305;1;1439;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
36;001-001-000000257;3665;513;2019-07-01;1;8891;343;1;APLICABLES AL 1%;1;7.45;745;14881;1;8727;1.1.05.003.001.;7;107;27;2019-28-02 16:30:22;1;2022-01-01 12:00:00;0;ACTIVO
37;001-001-000000264;3077;474;2018-11-07;1;7597;343;1;APLICABLES AL 1%;1;15.9;1590;14460;1;7533;1.1.05.003.001.;7;85;42;2018-16-08 15:21:58;1;2022-01-01 12:00:00;0;ACTIVO
38;001-001-000000273;3223;504;2018-30-08;1;7930;343;1;APLICABLES AL 1%;1;7.45;745;14548;1;7808;1.1.05.003.001.;7;88;42;2018-18-09 11:05:35;1;2022-01-01 12:00:00;0;ACTIVO
39;001-001-000000287;2396;468;2017-05-12;1;6075;343;1;APLICABLES AL 1%;1;3.22;322.5;13867;1;5962;1.1.05.003.001.;7;63;42;2018-22-01 09:48:49;1;2022-01-01 12:00:00;0;ACTIVO
40;001-001-000000288;590;438;2016-05-01;1;1699;343;1;APLICABLES AL 1%;1;1.04;104;12350;1;1519;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
41;001-001-000000300;3225;504;2018-15-09;1;7932;343;1;APLICABLES AL 1%;1;7.45;745;14589;1;7923;1.1.05.003.001.;7;91;42;2018-16-10 16:59:55;1;2022-01-01 12:00:00;0;ACTIVO
42;001-001-000000312;2438;468;2018-10-01;1;6194;343;1;APLICABLES AL 1%;1;5.16;516;13948;1;6173;1.1.05.003.001.;7;68;42;2018-06-03 13:52:32;1;2022-01-01 12:00:00;0;ACTIVO
43;001-001-000000314;4966;429;2020-12-02;1;11795;312;1;COMPRA DE BIENES MUEBLES;1;2.22;222;393;2;11794;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
44;001-001-000000331;2549;479;2018-04-01;1;6417;343;1;APLICABLES AL 1%;1;4.66;466;13934;1;6121;1.1.05.003.001.;7;68;42;2018-06-03 13:52:33;1;2022-01-01 12:00:00;0;ACTIVO
45;001-001-000000332;2550;479;2018-04-01;1;6418;343;1;APLICABLES AL 1%;1;1.92;192;13936;1;6123;1.1.05.003.001.;7;68;42;2018-06-03 13:52:33;1;2022-01-01 12:00:00;0;ACTIVO
46;001-001-000000365;3195;474;2018-30-08;1;7867;343;1;APLICABLES AL 1%;1;5.72;572.4;14552;1;7819;1.1.05.003.001.;7;88;42;2018-18-09 11:05:35;1;2022-01-01 12:00:00;0;ACTIVO
47;001-001-000000375;699;438;2016-22-01;1;1901;343;1;APLICABLES AL 1%;1;29;2900;12413;1;1705;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
48;001-001-000000384;2669;479;2018-22-02;1;6715;343;1;APLICABLES AL 1%;1;4.66;466;14082;1;6492;1.1.05.003.001.;7;72;42;2018-20-03 15:47:52;1;2022-01-01 12:00:00;0;ACTIVO
49;001-001-000000385;2670;479;2018-22-02;1;6716;343;1;APLICABLES AL 1%;1;4.66;466;14090;1;6502;1.1.05.003.001.;7;72;42;2018-20-03 15:47:52;1;2022-01-01 12:00:00;0;ACTIVO
50;001-001-000000385;3308;474;2018-06-09;1;8098;343;1;APLICABLES AL 1%;1;13.57;1356.8;14575;1;7881;1.1.05.003.001.;7;91;42;2018-16-10 16:59:56;1;2022-01-01 12:00:00;0;ACTIVO
51;001-001-000000391;431;369;2015-04-12;1;1325;343;1;APLICABLES AL 1%;1;2.37;237.22;12261;1;1311;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
52;001-001-000000406;996;369;2016-29-04;1;2603;343;1;APLICABLES AL 1%;1;18;1800;12734;1;2596;1.1.05.003.001.;7;4;25;2016-25-08 10:14:47;1;2022-01-01 12:00:00;0;ACTIVO
53;001-001-000000409;1072;369;2016-13-05;1;2743;343;1;APLICABLES AL 1%;1;18.83;1882.8;12776;1;2742;1.1.05.003.001.;7;5;25;2016-01-08 16:42:25;1;2022-01-01 12:00:00;0;ACTIVO
54;001-001-000000411;1106;369;2016-31-05;1;2830;343;1;APLICABLES AL 1%;1;17.86;1785.6;12791;1;2775;1.1.05.003.001.;7;5;25;2016-01-08 16:42:25;1;2022-01-01 12:00:00;0;ACTIVO
55;001-001-000000416;2193;462;2017-01-08;1;5522;343;1;APLICABLES AL 1%;1;13;1300;13667;1;5372;1.1.05.003.001.;7;47;39;2017-18-09 17:30:48;1;2022-01-01 12:00:00;0;ACTIVO
56;001-001-000000419;2573;468;2018-06-02;1;6598;343;1;APLICABLES AL 1%;1;5.16;516;14042;1;6390;1.1.05.003.001.;7;72;42;2018-20-03 15:47:52;1;2022-01-01 12:00:00;0;ACTIVO
57;001-001-000000419;3276;474;2018-27-09;1;8057;343;1;APLICABLES AL 1%;1;15.9;1590;14617;1;7986;1.1.05.003.001.;7;91;42;2018-16-10 16:59:56;1;2022-01-01 12:00:00;0;ACTIVO
58;001-001-000000467;698;441;2016-22-01;1;1900;343;1;APLICABLES AL 1%;1;21.75;2175;12407;1;1695;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
59;001-001-000000470;8292;592;2021-09-12;1;17851;312;1;COMPRA DE BIENES MUEBLES;1.75;4.2;240;2615;2;17604;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
60;001-001-000000470;8293;592;2021-09-12;1;17851;607;0;30% RETENCION RECIBIDA EN VENTAS;30;8.64;28.8;2615;2;17604;1.1.05.006.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
61;001-001-000000490;3257;497;2018-28-09;1;8012;343;1;APLICABLES AL 1%;1;14.9;1490;14624;1;7998;1.1.05.003.001.;7;91;42;2018-16-10 16:59:55;1;2022-01-01 12:00:00;0;ACTIVO
62;001-001-000000500;3619;504;2018-21-12;1;8785;343;1;APLICABLES AL 1%;1;14.9;1490;14864;1;8657;1.1.05.003.001.;7;103;27;2019-22-01 09:51:13;1;2022-01-01 12:00:00;0;ACTIVO
63;001-001-000000506;3262;497;2018-14-09;1;8033;343;1;APLICABLES AL 1%;1;7.45;745;14587;1;7921;1.1.05.003.001.;7;91;42;2018-16-10 16:59:55;1;2022-01-01 12:00:00;0;ACTIVO
64;001-001-000000509;3554;474;2018-05-12;1;8677;343;1;APLICABLES AL 1%;1;15.9;1590;14789;1;8500;1.1.05.003.001.;7;103;27;2019-22-01 09:51:12;1;2022-01-01 12:00:00;0;ACTIVO
65;001-001-000000521;2313;469;2017-25-10;1;5861;343;1;APLICABLES AL 1%;1;3.38;338;13785;1;5765;1.1.05.003.001.;7;56;42;2017-20-11 17:01:51;1;2022-01-01 12:00:00;0;ACTIVO
66;001-001-000000528;2556;469;2018-02-01;1;6459;343;1;APLICABLES AL 1%;1;4.51;451.5;13918;1;6088;1.1.05.003.001.;7;68;42;2018-06-03 13:52:33;1;2022-01-01 12:00:00;0;ACTIVO
67;001-001-000000540;812;441;2016-03-02;1;2177;343;1;APLICABLES AL 1%;1;0.53;53;12460;1;1833;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
68;001-001-000000562;3423;497;2018-09-11;1;8328;343;1;APLICABLES AL 1%;1;8.94;894;14733;1;8317;1.1.05.003.001.;7;99;42;2018-18-12 17:14:37;1;2022-01-01 12:00:00;0;ACTIVO
69;001-001-000000579;2590;469;2018-22-01;1;6618;343;1;APLICABLES AL 1%;1;6.45;645;13989;1;6260;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
70;001-001-000000592;3036;469;2018-01-03;1;7527;343;1;APLICABLES AL 1%;1;7.74;774;14126;1;6559;1.1.05.003.001.;7;83;27;2018-16-08 09:50:01;1;2022-01-01 12:00:00;0;ACTIVO
71;001-001-000000593;3037;469;2018-13-04;1;7528;343;1;APLICABLES AL 1%;1;7.74;774;14254;1;6918;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
72;001-001-000000595;3041;305;2018-29-06;1;7540;343;1;APLICABLES AL 1%;1;14.9;1490;14417;1;7404;1.1.05.003.001.;7;82;42;2018-19-07 09:20:02;1;2022-01-01 12:00:00;0;ACTIVO
73;001-001-000000598;3476;497;2018-23-11;1;8443;343;1;APLICABLES AL 1%;1;10.58;1057.9;14771;1;8436;1.1.05.003.001.;7;99;42;2018-18-12 17:14:37;1;2022-01-01 12:00:00;0;ACTIVO
74;001-001-000000621;2498;462;2018-17-01;1;6305;343;1;APLICABLES AL 1%;1;13;1300;13973;1;6228;1.1.05.003.001.;7;68;42;2018-06-03 13:52:33;1;2022-01-01 12:00:00;0;ACTIVO
75;001-001-000000627;3879;474;2019-26-02;1;9284;343;1;APLICABLES AL 1%;1;15.9;1590;15054;1;9216;1.1.05.003.001.;7;115;27;2019-28-03 17:14:43;1;2022-01-01 12:00:00;0;ACTIVO
76;001-001-000000629;3010;468;2018-13-06;1;7472;343;1;APLICABLES AL 1%;1;14.9;1490;14384;1;7330;1.1.05.003.001.;7;82;42;2018-19-07 09:20:02;1;2022-01-01 12:00:00;0;ACTIVO
77;001-001-000000636;3533;497;2018-07-12;1;8625;343;1;APLICABLES AL 1%;1;5.96;596;14811;1;8529;1.1.05.003.001.;7;103;27;2019-22-01 09:51:12;1;2022-01-01 12:00:00;0;ACTIVO
78;001-001-000000637;4301;494;2019-05-07;1;10239;312;1;COMPRA DE BIENES MUEBLES;1;7.45;745;15374;1;10205;1.1.05.003.001.;7;125;52;2019-20-09 14:54:59;1;2022-01-01 12:00:00;0;ACTIVO
79;001-001-000000638;3541;497;2018-14-12;1;8630;343;1;APLICABLES AL 1%;1;12.52;1251.6;14842;1;8587;1.1.05.003.001.;7;103;27;2019-22-01 09:51:12;1;2022-01-01 12:00:00;0;ACTIVO
80;001-001-000000640;2593;154;2018-01-03;1;6626;343;1;APLICABLES AL 1%;1;7.95;795;14118;1;6551;1.1.05.003.001.;7;83;27;2018-16-08 09:50:00;1;2022-01-01 12:00:00;0;ACTIVO
81;001-001-000000640;3134;305;2018-18-07;1;7724;343;1;APLICABLES AL 1%;1;14.9;1490;14476;1;7585;1.1.05.003.001.;7;85;42;2018-16-08 15:21:59;1;2022-01-01 12:00:00;0;ACTIVO
82;001-001-000000671;3135;305;2018-08-08;1;7725;343;1;APLICABLES AL 1%;1;22.35;2235;14509;1;7685;1.1.05.003.001.;7;88;42;2018-18-09 11:05:35;1;2022-01-01 12:00:00;0;ACTIVO
83;001-001-000000692;1260;451;2016-22-07;1;3247;343;1;APLICABLES AL 1%;1;0.51;51;12915;1;3173;1.1.05.003.001.;7;10;33;2016-24-10 15:44:59;1;2022-01-01 12:00:00;0;ACTIVO
84;001-001-000000720;2815;462;2018-25-03;1;7050;343;1;APLICABLES AL 1%;1;13;1300;14184;1;6764;1.1.05.003.001.;7;83;27;2018-16-08 09:50:01;1;2022-01-01 12:00:00;0;ACTIVO
85;001-001-000000759;2435;474;2017-21-12;1;6169;343;1;APLICABLES AL 1%;1;6.36;636;13910;1;6072;1.1.05.003.001.;7;63;42;2018-22-01 09:48:50;1;2022-01-01 12:00:00;0;ACTIVO
86;001-001-000000767;6412;429;2021-26-01;1;14581;312;1;COMPRA DE BIENES MUEBLES;1.75;5.22;298;1477;2;14469;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
87;001-001-000000767;6413;429;2021-26-01;1;14581;607;0;30% RETENCION RECIBIDA EN VENTAS;30;10.73;35.76;1477;2;14469;1.1.05.006.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
88;001-001-000000789;2320;472;2017-14-11;1;5888;343;1;APLICABLES AL 1%;1;2.7;270;13826;1;5856;1.1.05.003.001.;7;59;42;2017-19-12 08:58:35;1;2022-01-01 12:00:00;0;ACTIVO
89;001-001-000000804;375;437;2015-06-10;1;1184;343;1;APLICABLES AL 1%;1;6.84;684;12120;1;905;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
90;001-001-000000815;2553;472;2017-13-12;1;6426;343;1;APLICABLES AL 1%;1;2.5;250;13880;1;6006;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
91;001-001-000000838;7880;423;2021-20-10;1;17130;312;1;COMPRA DE BIENES MUEBLES;1.75;11.25;642.86;2440;2;17079;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
92;001-001-000000838;7881;423;2021-20-10;1;17130;607;0;30% RETENCION RECIBIDA EN VENTAS;30;23.14;77.14;2440;2;17079;1.1.05.006.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
93;001-001-000000840;2454;472;2018-12-01;1;6210;343;1;APLICABLES AL 1%;1;2.5;250;13956;1;6185;1.1.05.003.001.;7;68;42;2018-06-03 13:52:32;1;2022-01-01 12:00:00;0;ACTIVO
94;001-001-000000847;4386;494;2019-16-08;1;10497;312;1;COMPRA DE BIENES MUEBLES;1;7.45;745;15438;1;10416;1.1.05.003.001.;7;134;52;2020-05-02 20:36:24;1;2022-01-01 12:00:00;0;ACTIVO
95;001-001-000000856;8152;423;2021-10-11;1;17521;312;1;COMPRA DE BIENES MUEBLES;1.75;9.38;535.71;2505;2;17285;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
96;001-001-000000856;8153;423;2021-10-11;1;17521;607;0;30% RETENCION RECIBIDA EN VENTAS;30;19.29;64.29;2505;2;17285;1.1.05.006.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
97;001-001-000000865;8132;423;2021-17-11;1;17510;312;1;COMPRA DE BIENES MUEBLES;1.75;9.38;535.71;2531;2;17340;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
98;001-001-000000865;8133;423;2021-17-11;1;17510;607;0;30% RETENCION RECIBIDA EN VENTAS;30;19.29;64.29;2531;2;17340;1.1.05.006.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
99;001-001-000000892;3463;462;2018-08-11;1;8425;343;1;APLICABLES AL 1%;1;9.36;936;14731;1;8311;1.1.05.003.001.;7;99;42;2018-18-12 17:14:37;1;2022-01-01 12:00:00;0;ACTIVO
100;001-001-000000898;3545;462;2018-20-11;1;8641;343;1;APLICABLES AL 1%;1;3.64;364;14762;1;8412;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
101;001-001-000000945;8318;154;2021-22-12;1;17870;312;1;COMPRA DE BIENES MUEBLES;1.75;30.19;1725;2703;2;17783;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
102;001-001-000000945;8319;154;2021-22-12;1;17870;607;0;30% RETENCION RECIBIDA EN VENTAS;30;62.1;207;2703;2;17783;1.1.05.006.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
103;001-001-000000971;476;418;2015-09-12;1;1408;343;1;APLICABLES AL 1%;1;6.47;647.32;12276;1;1351;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
104;001-001-000000985;1105;441;2016-19-05;1;2829;343;1;APLICABLES AL 1%;1;2.9;290;12764;1;2666;1.1.05.003.001.;7;5;25;2016-01-08 16:42:25;1;2022-01-01 12:00:00;0;ACTIVO
105;001-001-000000987;3928;462;2019-28-02;1;9389;343;1;APLICABLES AL 1%;1;13;1300;15059;1;9223;1.1.05.003.001.;7;115;27;2019-28-03 17:14:43;1;2022-01-01 12:00:00;0;ACTIVO
106;001-001-000001014;848;418;2016-03-03;1;2277;343;1;APLICABLES AL 1%;1;6.48;647.5;12505;1;2051;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
107;001-001-000001067;1148;418;2016-26-05;1;2950;343;1;APLICABLES AL 1%;1;3.88;388.5;12781;1;2757;1.1.05.003.001.;7;5;25;2016-01-08 16:42:25;1;2022-01-01 12:00:00;0;ACTIVO
108;001-001-000001095;1561;441;2016-13-06;1;4073;343;1;APLICABLES AL 1%;1;2.38;237.6;12837;1;2907;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
109;001-001-000001122;1613;449;2016-01-06;1;4199;343;1;APLICABLES AL 1%;1;2.86;286;12796;1;2802;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
110;001-001-000001147;4425;527;2019-27-08;1;10558;312;1;COMPRA DE BIENES MUEBLES;1;6.2;620;15471;1;10533;1.1.05.003.001.;7;134;52;2020-05-02 20:36:24;1;2022-01-01 12:00:00;0;ACTIVO
111;001-001-000001157;1635;418;2016-01-12;1;4281;343;1;APLICABLES AL 1%;1;6.48;647.5;13216;1;4062;1.1.05.003.001.;7;31;40;2017-07-03 16:18:32;1;2022-01-01 12:00:00;0;ACTIVO
112;001-001-000001158;4612;494;2019-17-11;1;10968;312;1;COMPRA DE BIENES MUEBLES;1;7.45;745;47;2;10833;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;INACTIVO
113;001-001-000001158;4618;494;2019-17-10;1;11037;312;1;COMPRA DE BIENES MUEBLES;1;7.45;745;47;2;10833;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
114;001-001-000001187;1205;441;2016-06-07;1;3130;343;1;APLICABLES AL 1%;1;7.25;725;12877;1;3050;1.1.05.003.001.;7;10;33;2016-24-10 15:44:59;1;2022-01-01 12:00:00;0;ACTIVO
115;001-001-000001189;1736;418;2017-06-03;1;4542;343;1;APLICABLES AL 1%;1;6.48;647.5;13338;1;4439;1.1.05.003.001.;7;39;40;2017-20-03 09:24:53;1;2022-01-01 12:00:00;0;INACTIVO
116;001-001-000001189;1780;418;2017-16-02;1;4628;343;1;APLICABLES AL 1%;1;6.48;647.5;13338;1;4439;1.1.05.003.001.;7;64;27;2018-01-02 16:25:37;1;2022-01-01 12:00:00;0;ACTIVO
117;001-001-000001211;288;420;2015-08-09;1;951;343;1;APLICABLES AL 1%;1;13;1300;12068;1;765;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
118;001-001-000001211;289;420;2015-08-09;1;951;607;0;30% RETENCION RECIBIDA EN VENTAS;30;46.8;156;12068;1;765;1.1.05.006.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;ACTIVO
119;001-001-000001232;2219;418;2017-02-08;1;5603;343;1;APLICABLES AL 1%;1;6.48;647.5;13674;1;5381;1.1.05.003.001.;7;47;39;2017-18-09 17:30:48;1;2022-01-01 12:00:00;0;ACTIVO
120;001-001-000001252;2419;418;2018-03-01;1;6137;343;1;APLICABLES AL 1%;1;6.48;647.5;13925;1;6109;1.1.05.003.001.;7;68;42;2018-06-03 13:52:32;1;2022-01-01 12:00:00;0;ACTIVO
121;001-001-000001287;1594;438;2016-20-11;1;4134;343;1;APLICABLES AL 1%;1;2.98;298;13196;1;3998;1.1.05.003.001.;7;25;33;2016-15-12 16:32:26;1;2022-01-01 12:00:00;0;ACTIVO
122;001-001-000001295;260;420;2015-01-10;1;907;343;1;APLICABLES AL 1%;1;13;1300;12115;1;896;1.1.05.003.001.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;INACTIVO
123;001-001-000001295;261;420;2015-01-10;1;907;607;0;30% RETENCION RECIBIDA EN VENTAS;30;46.8;156;12115;1;896;1.1.05.006.;7;NULL;NULL;NULL;1;2022-01-01 12:00:00;0;INACTIVO
