11;13126;1;0;2016-10-17;18:24:00;264;1;;39;2016-10-17 18:24:16;NULL;NULL;NULL;NULL;2016-10-18;2016-10-18;BAGSACORP;BABAHOYO;10;0;11268;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
12;13127;1;0;2016-10-18;15:25:00;453;1;;39;2016-10-18 15:25:06;NULL;NULL;NULL;NULL;2016-10-18;2016-10-18;BAGSACORP;AGRIC. BIOAGRO;10;0;11269;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
13;13128;1;0;2016-10-18;15:31:00;434;1;;39;2016-10-18 15:31:45;NULL;NULL;NULL;NULL;2016-10-18;2016-10-18;BAGSACORP;AGRIC. DESESU;10;0;11270;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
14;13129;1;0;2016-10-18;15:38:00;454;1;;39;2016-10-18 15:38:54;NULL;NULL;NULL;NULL;2016-10-18;2016-10-18;BAGSACORP;AGRIC. LONGDAY;10;0;11271;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
15;13130;1;0;2016-10-18;15:43:00;452;1;;39;2016-10-18 15:43:06;NULL;NULL;NULL;NULL;2016-10-18;2016-10-18;BAGSACORP;AGRIC. PESTIG;10;0;11272;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
16;13131;1;0;2016-10-18;15:48:00;433;1;;39;2016-10-18 15:48:08;NULL;NULL;40;2016-10-19 14:23:25;2016-10-18;2016-10-18;BAGSACORP;AGRIC. CARFEDI;10;0;11273;;NULL;NULL;6;0;NULL;NULL;0;INACTIVO
17;13132;1;0;2016-10-18;15:54:00;427;1;;39;2016-10-18 15:54:48;NULL;NULL;40;2016-10-19 14:24:10;2016-10-18;2016-10-18;BAGSACORP;AGRIC. ARVECOR;10;0;11274;;NULL;NULL;6;0;NULL;NULL;0;INACTIVO
18;13133;1;0;2016-10-18;16:17:00;433;1;;39;2016-10-18 16:17:38;NULL;NULL;NULL;NULL;2016-10-18;2016-10-18;BAGSACORP;AGRIC. CARFEDI;10;0;11276;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
19;13134;1;0;2016-10-18;16:21:00;427;1;;39;2016-10-18 16:21:11;NULL;NULL;NULL;NULL;2016-10-18;2016-10-18;BAGSACORP;AGRIC. ARVECOR;10;0;11277;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
20;13135;1;0;2016-10-18;16:26:00;435;1;;39;2016-10-18 16:26:35;NULL;NULL;NULL;NULL;2016-10-18;2016-10-18;BAGSACORP;AGRIC. FREDNERS;9;0;11278;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
21;13137;1;0;2016-10-19;17:22:00;269;1;;39;2016-10-19 17:22:30;NULL;NULL;NULL;NULL;2016-10-20;2016-10-20;BAGSACORP;PUEBLO VIEJO;10;0;11279;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
22;13138;1;0;2016-10-19;17:26:00;269;1;;39;2016-10-19 17:26:40;NULL;NULL;NULL;NULL;2016-10-20;2016-10-20;BAGSACORP;SAN JUAN;10;0;11280;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
23;13139;1;0;2016-10-19;17:35:00;181;1;;39;2016-10-19 17:35:15;NULL;NULL;NULL;NULL;2016-10-20;2016-10-20;BAGSACORP;BABAHOYO;10;0;11281;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
24;13140;1;0;2016-10-19;17:40:00;181;1;;39;2016-10-19 17:40:28;NULL;NULL;40;2016-10-21 11:43:26;2016-10-20;2016-10-20;BAGSACORP;BABAHOYO;10;0;11282;;NULL;NULL;6;0;NULL;NULL;0;INACTIVO
25;13141;1;0;2016-10-19;17:59:00;181;1;;39;2016-10-19 17:59:49;NULL;NULL;NULL;NULL;2016-10-20;2016-10-20;BAGSACORP;BABAHOYO;10;0;11283;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
26;13142;1;0;2016-10-20;18:19:00;458;1;;39;2016-10-20 18:19:28;NULL;NULL;NULL;NULL;2016-10-21;2016-10-21;BAGSACORP;PUERTO INCA;10;0;11284;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
27;13143;1;0;2016-10-20;18:40:00;296;1;;39;2016-10-20 18:40:11;NULL;NULL;NULL;NULL;2016-10-21;2016-10-21;BAGSACORP;NARANJAL;10;0;11285;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
28;13144;1;0;2016-10-20;19:01:00;96;1;;39;2016-10-20 19:01:20;NULL;NULL;NULL;NULL;2016-10-21;2016-10-21;BAGSACORP;PUEBLO VIEJO;10;0;11286;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
29;NULL;NULL;1;2016-10-24;13:34:00;405;1;;39;2016-10-24 13:34:02;NULL;NULL;NULL;NULL;2016-10-24;2016-10-24;BAGSACORP;VIA DAULE KM 22;10;0;11289;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
30;13146;1;0;2016-10-24;14:20:00;31;1;;39;2016-10-24 14:20:45;NULL;NULL;NULL;NULL;2016-10-25;2016-10-25;BAGSACORP;VIA PASAJE;10;0;11290;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
31;13147;1;0;2016-10-24;17:29:00;113;1;;39;2016-10-24 17:29:13;NULL;NULL;NULL;NULL;2016-10-25;2016-10-25;BAGSACORP S.A.;CITERA VIA DAULE;6;0;11291;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
32;NULL;NULL;1;2016-10-26;14:48:00;405;1;;39;2016-10-26 14:48:08;NULL;NULL;NULL;NULL;2016-10-27;2016-10-27;BAGSACORP;TIERRA VERDE-QUEVEDO;10;0;11293;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
33;13149;1;0;2016-10-26;14:59:00;295;1;;39;2016-10-26 14:59:23;NULL;NULL;NULL;NULL;2016-10-27;2016-10-27;BAGSACORP;SAN JUAN;10;0;11294;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
34;13150;1;0;2016-10-26;15:17:00;24;1;;39;2016-10-26 15:17:38;NULL;NULL;NULL;NULL;2016-10-27;2016-10-27;BAGSACORP;SAN JUAN - BABAHOYO;10;0;11295;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
35;13154;1;0;2016-10-27;11:16:00;288;1;;39;2016-10-27 11:16:55;NULL;NULL;40;2016-10-31 17:21:11;2016-10-27;2016-10-27;BAGSACORP;GUAYAQUIL;6;0;11297;;NULL;NULL;6;0;NULL;NULL;0;INACTIVO
36;13155;1;0;2016-10-28;08:20:00;245;1;;39;2016-10-28 08:20:39;NULL;NULL;40;2016-10-28 08:48:59;2016-10-28;2016-10-28;BAGSACORP;BUENA VISTA;10;0;11298;;NULL;NULL;6;0;NULL;NULL;0;INACTIVO
37;13156;1;0;2016-10-28;08:26:00;245;1;;39;2016-10-28 08:26:16;NULL;NULL;NULL;NULL;2016-10-28;2016-10-28;BAGSACORP;BUENA VISTA;10;0;11299;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
38;NULL;NULL;1;2016-10-28;08:31:00;12;1;;39;2016-10-28 08:31:30;NULL;NULL;NULL;NULL;2016-10-28;2016-10-28;BAGSACORP;DURAN;10;0;11300;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
39;NULL;NULL;1;2016-10-28;08:32:00;15;1;;39;2016-10-28 08:32:44;NULL;NULL;NULL;NULL;2016-10-28;2016-10-28;BAGSACORP;DURAN;10;0;11302;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
40;NULL;NULL;1;2016-10-28;08:34:00;214;1;;39;2016-10-28 08:34:37;NULL;NULL;NULL;NULL;2016-10-28;2016-10-28;BAGSACORP;EL TRIUNFO;10;0;11303;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
41;13160;1;0;2016-10-31;09:31:00;243;1;;39;2016-10-31 09:31:45;NULL;NULL;NULL;NULL;2016-10-31;2016-10-31;BAGSACORP;TRIUNFO HCDA CATAY;10;0;11305;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
42;13162;1;0;2016-11-01;16:32:00;441;1;;39;2016-10-31 16:32:16;NULL;NULL;NULL;NULL;2016-11-01;2016-11-01;BAGSACORP;HCDA SAN MIGUEL;10;0;11306;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
43;13163;1;0;2016-11-01;16:44:00;28;1;;39;2016-10-31 16:44:57;NULL;NULL;NULL;NULL;2016-11-01;2016-11-01;BAGSACORP;VERGEL;10;0;11307;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
44;13164;1;0;2016-11-01;17:07:00;256;1;;39;2016-10-31 17:07:25;NULL;NULL;NULL;NULL;2016-11-01;2016-11-01;BAGSACORP;BABA HCDA MANUEL G.;10;0;11308;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
45;13165;1;0;2016-10-27;17:29:00;288;1;;39;2016-10-31 17:29:33;NULL;NULL;NULL;NULL;2016-10-27;2016-10-27;BAGSACORP;AV LAS MONJAS NO.10 Y AV CARLOS JULIO A;6;0;11297;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
46;13167;1;0;2016-11-07;12:50:00;331;1;;39;2016-11-07 12:50:15;NULL;NULL;NULL;NULL;2016-11-07;2016-11-07;BAGSACORP;VIA DAULE KM 25;10;0;11309;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
47;13168;1;0;2016-11-07;16:35:00;459;1;;39;2016-11-07 16:35:15;NULL;NULL;NULL;NULL;2016-11-08;2016-11-08;BAGSACORP;PUEBLO VIEJO;10;0;11311;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
48;13169;1;0;2016-11-07;18:18:00;24;1;;39;2016-11-07 18:18:30;NULL;NULL;NULL;NULL;2016-11-08;2016-11-08;BAGSACORP;SAN JUAN BABAHOYO;10;0;13169;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
49;NULL;NULL;1;2016-11-08;14:40:00;284;1;;39;2016-11-08 14:40:51;NULL;NULL;NULL;NULL;2016-11-08;2016-11-08;BAGSACORP;GYE ALMACEN MA JOSE;6;0;11315;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
50;13171;1;0;2016-11-09;08:51:00;37;1;;39;2016-11-09 08:51:05;NULL;NULL;NULL;NULL;2016-11-09;2016-11-09;BAGSACORP;PASAJE;10;0;11316;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
51;13172;1;0;2016-11-10;17:12:00;96;1;;39;2016-11-09 17:12:19;NULL;NULL;25;2016-11-11 10:32:30;2016-11-10;2016-11-10;BAGSACORP;PUEBLO VIEJO;10;0;11318;;NULL;NULL;6;0;NULL;NULL;0;INACTIVO
52;13173;1;0;2016-11-10;17:27:00;269;1;;39;2016-11-09 17:27:04;NULL;NULL;NULL;NULL;2016-11-10;2016-11-10;BAGSACORP;HCDA SAN MIGUEL;10;0;11319;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
53;13174;1;0;2016-11-10;17:34:00;269;1;;39;2016-11-09 17:34:14;NULL;NULL;NULL;NULL;2016-11-10;2016-11-10;BAGSACORP;HCDA SANTA ELENA;10;0;11320;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
54;13175;1;0;2016-11-10;17:44:00;270;1;;39;2016-11-09 17:44:34;NULL;NULL;NULL;NULL;2016-11-10;2016-11-10;BAGSACORP;HCDA SUSANA;10;0;11321;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
55;NULL;NULL;1;2016-11-10;08:53:00;264;1;SE ENVIA ZUNCHO VERDE DE 9KG 2000 MTRS EN REEMPLAZO DE 8KG 1600 MTRS POR UNICA VEZ;39;2016-11-10 08:53:54;NULL;NULL;25;2016-11-11 10:32:09;2016-11-10;2016-11-10;BAGSACORP;SAN JUAN/BABAHOYO;10;0;11322;;NULL;NULL;6;0;NULL;NULL;0;INACTIVO
56;NULL;NULL;1;2016-11-10;08:58:00;232;1;TRANSFERENCIA DE BODEGA GENERAL A SAN JUAN;39;2016-11-10 08:58:59;NULL;NULL;25;2016-11-11 10:31:55;2016-11-10;2016-11-10;BAGSACORP;SAN JUAN;10;4;11323;;NULL;NULL;6;0;NULL;NULL;0;INACTIVO
57;NULL;NULL;1;2016-11-11;17:04:00;232;1;TRANSFERENCIA DE BODEGA GENERAL A BODEGA SAN JUAN;39;2016-11-10 17:04:50;NULL;NULL;NULL;NULL;2016-11-11;2016-11-11;BAGSACORP;SAN JUAN;10;4;11325;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
58;NULL;NULL;1;2016-11-11;17:14:00;232;1;TRANSFERENCIA DE BODEGA GENERAL A BODEGA SAN JUAN;39;2016-11-10 17:14:20;NULL;NULL;NULL;NULL;2016-11-11;2016-11-11;BAGSACORP;SAN JUAN;10;4;11326;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
59;13177;1;0;2016-11-11;18:24:00;264;1;SE VENDIO ZUNCHO DE 9KG PARA COMPLETAR PEDIDO POR UNICA VEZ;39;2016-11-10 18:24:15;NULL;NULL;25;2016-11-14 11:31:16;2016-11-11;2016-11-11;BAGSACORP;HCDA SANTA RITA SAN JUAN;10;0;11327;;NULL;NULL;6;0;NULL;NULL;0;INACTIVO
60;13178;1;0;2016-11-11;18:31:00;405;1;;39;2016-11-10 18:31:46;NULL;NULL;NULL;NULL;2016-11-11;2016-11-11;BAGSACORP;TIERRA VERDE CEDRALES;10;0;11328;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
61;13179;1;0;2016-11-11;18:40:00;405;1;;39;2016-11-10 18:40:46;NULL;NULL;NULL;NULL;2016-11-11;2016-11-11;BAGSACORP;TIERRA VERDE ALEGRIA;10;0;11329;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
62;13180;1;0;2016-11-11;18:46:00;405;1;;39;2016-11-10 18:46:10;NULL;NULL;NULL;NULL;2016-11-11;2016-11-11;BAGSACORP;BIRMANIA TIERRA VERDE;10;0;11330;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
63;13158;1;0;2016-11-11;11:54:00;264;1;;39;2016-11-14 11:54:59;NULL;NULL;NULL;NULL;2016-11-11;2016-11-11;BAGSACORP;HCDA SANTA RITA;10;0;11327;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
64;13181;1;0;2016-11-15;15:30:00;96;1;;39;2016-11-14 15:30:26;NULL;NULL;NULL;NULL;2016-11-15;2016-11-15;BAGSACORP;PUEBLO VIEJO;10;0;11335;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
65;NULL;NULL;1;2016-11-15;16:47:00;232;1;TRANSFERENCIA A BODEGA SAN JUAN DESDE BODEGA GENERAL;39;2016-11-14 16:47:17;NULL;NULL;NULL;NULL;2016-11-15;2016-11-15;BAGSACORP;SAN JUAN;10;4;11336;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
66;13185;1;0;2016-11-16;09:34:00;415;1;;39;2016-11-16 09:34:13;NULL;NULL;NULL;NULL;2016-11-16;2016-11-16;BAGSACORP;AV FCO DE ORELLANA;10;0;11337;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
67;13186;1;0;2016-11-16;10:02:00;100;1;;39;2016-11-16 10:02:08;NULL;NULL;NULL;NULL;2016-11-16;2016-11-16;BAGSACORP;AV. FCO DE ORELLANA;10;0;11338;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
68;13187;1;0;2016-11-16;10:11:00;321;1;;39;2016-11-16 10:11:19;NULL;NULL;NULL;NULL;2016-11-16;2016-11-16;BAGSACORP;AV. FCO. DE ORELLANA;10;0;11339;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
69;13188;1;0;2016-11-17;17:04:00;181;1;;39;2016-11-16 17:04:49;NULL;NULL;NULL;NULL;2016-11-17;2016-11-17;BAGSACORP;HCDA NUEVO PORVENIR;10;0;11340;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
70;13189;1;0;2016-11-17;17:17:00;181;1;;39;2016-11-16 17:17:18;NULL;NULL;NULL;NULL;2016-11-17;2016-11-17;BAGSACORP;HCDA LAURA ISABELLA;10;0;11341;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
71;13190;1;0;2016-11-17;17:37:00;405;1;;39;2016-11-16 17:37:56;NULL;NULL;NULL;NULL;2016-11-17;2016-11-17;BAGSACORP;TIERRA VERDE;10;0;11342;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
72;13191;1;0;2016-11-17;17:57:00;28;1;;39;2016-11-16 17:57:11;NULL;NULL;NULL;NULL;2016-11-17;2016-11-17;BAGSACORP;KM 7.5 VIA QUEVEDO-VALENCIA;10;0;11343;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
73;13192;1;0;2016-11-17;18:05:00;405;1;;39;2016-11-16 18:05:36;NULL;NULL;NULL;NULL;2016-11-17;2016-11-17;BAGSACORP;TIERRA VERDE;10;0;11344;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
74;13193;1;0;2016-11-18;10:23:00;31;1;;39;2016-11-17 10:23:07;NULL;NULL;NULL;NULL;2016-11-18;2016-11-18;BAGSACORP;VIA PASAJE;10;0;11345;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
75;13194;1;0;2016-11-18;10:30:00;107;1;;39;2016-11-17 10:30:47;NULL;NULL;NULL;NULL;2016-11-18;2016-11-18;BAGSACORP;VIA SANTA ROSA;10;0;11346;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
76;13195;1;0;2016-11-18;10:55:00;331;1;;39;2016-11-17 10:55:37;NULL;NULL;NULL;NULL;2016-11-18;2016-11-18;BAGSACORP;EL TRIUNFO;10;0;11347;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
77;13196;1;0;2016-11-18;14:26:00;438;1;;39;2016-11-17 14:26:57;NULL;NULL;NULL;NULL;2016-11-18;2016-11-18;BAGSACORP;EL ORO;10;0;11348;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
78;NULL;NULL;1;2016-11-17;16:31:00;284;1;;39;2016-11-17 16:31:30;NULL;NULL;NULL;NULL;2016-11-17;2016-11-17;BAGSACORP;ALMAC MA. JOSE;6;0;11349;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
79;NULL;NULL;1;2016-11-22;08:46:00;460;1;MUESTRAS DE ZUNCHO SRA. PATRICIA;39;2016-11-22 08:46:13;NULL;NULL;NULL;NULL;2016-11-22;2016-11-22;BAGSACORP;VIA CHILITOMO;10;9;11353;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
80;13199;1;0;2016-11-22;10:29:00;420;1;;39;2016-11-22 10:29:15;NULL;NULL;NULL;NULL;2016-11-22;2016-11-22;BAGSACORP;QUEVEDO KM 2.5 VIA BABA;10;0;11354;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
81;NULL;NULL;1;2016-11-22;10:55:00;295;1;;39;2016-11-22 10:55:22;NULL;NULL;NULL;NULL;2016-11-22;2016-11-22;BAGSACORP;SAN JUAN;10;0;11355;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
82;NULL;NULL;1;2016-11-22;11:00:00;232;1;;39;2016-11-22 11:00:56;NULL;NULL;NULL;NULL;2016-11-22;2016-11-22;BAGSACORP;SAN JUAN;10;4;11356;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
83;13200;1;0;2016-11-18;15:59:00;295;1;;39;2016-11-22 15:59:51;NULL;NULL;NULL;NULL;2016-11-18;2016-11-18;BAGSACORP;LUDERSON;6;0;11172;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
84;13203;1;0;2016-11-24;12:12:00;16;1;;39;2016-11-24 12:12:03;NULL;NULL;NULL;NULL;2016-11-24;2016-11-24;BAGSACORP;AV. FCO DE ORELLANA;9;0;11357;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
85;13204;1;0;2016-11-24;16:35:00;421;1;;39;2016-11-24 16:35:21;NULL;NULL;NULL;NULL;2016-11-24;2016-11-24;SAN JUAN;INTILI;6;0;11174;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
86;13205;1;0;2016-11-25;16:42:00;273;1;;39;2016-11-24 16:42:09;NULL;NULL;NULL;NULL;2016-11-25;2016-11-25;BAGSACORP;VIA PUERTO BOLIVAR;10;0;11358;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
87;NULL;NULL;1;2016-11-25;16:49:00;271;1;;39;2016-11-24 16:49:55;NULL;NULL;NULL;NULL;2016-11-25;2016-11-25;BAGSACORP;VIA PUERTO BOLIVAR;10;0;11359;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
88;NULL;NULL;1;2016-11-25;16:52:00;272;1;;39;2016-11-24 16:52:05;NULL;NULL;NULL;NULL;2016-11-25;2016-11-25;BAGSACORP;VIA PUERTO BOLIVAR;10;0;11360;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
89;NULL;NULL;1;2016-11-25;16:53:00;364;1;;39;2016-11-24 16:53:35;NULL;NULL;NULL;NULL;2016-11-25;2016-11-25;BAGSACORP;VIA PUERTO BOLIVAR;10;0;11361;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
90;NULL;NULL;1;2016-11-25;17:06:00;12;1;;39;2016-11-24 17:06:23;NULL;NULL;NULL;NULL;2016-11-25;2016-11-25;BAGSACORP;DURAN PARRQ. ELOY ALFARO;10;0;11362;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
91;NULL;NULL;1;2016-11-25;17:08:00;15;1;;39;2016-11-24 17:08:31;NULL;NULL;NULL;NULL;2016-11-25;2016-11-25;BAGSACORP;DURAN PARRQ. ELOY ALFARO;10;0;11363;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
92;NULL;NULL;1;2016-11-28;14:25:00;405;1;REPOSICION DE ROLLOS POR FALTANTE EN METRAJE PEDIDOS DESDE SEP HASTA NOV;39;2016-11-28 14:25:18;NULL;NULL;NULL;NULL;2016-11-28;2016-11-28;BAGSACORP;KM 22 VIA DAULE;10;0;11365;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
93;NULL;NULL;1;2016-11-28;14:33:00;405;1;;39;2016-11-28 14:33:35;NULL;NULL;NULL;NULL;2016-11-28;2016-11-28;BAGSACORP;KM 22 VIA DAULE;10;0;11366;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
94;NULL;NULL;1;2016-11-28;16:10:00;288;1;;39;2016-11-28 16:10:59;NULL;NULL;NULL;NULL;2016-11-28;2016-11-28;BAGSACORP;AV LAS MONJAS 10;10;0;11367;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
95;13214;1;0;2016-11-29;17:05:00;441;1;;39;2016-11-30 17:05:23;NULL;NULL;NULL;NULL;2016-11-29;2016-11-29;SAN JUAN;LA UNION;6;0;11175;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
96;13215;1;0;2016-12-01;17:17:00;28;1;;39;2016-11-30 17:17:58;NULL;NULL;NULL;NULL;2016-12-01;2016-12-01;BAGSACORP;KM 7.5 VIA QUEVEDO;10;0;11369;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
97;13216;1;0;2016-12-01;17:23:00;418;1;;39;2016-11-30 17:23:51;NULL;NULL;NULL;NULL;2016-12-01;2016-12-01;BAGSACORP;VINCES VIA PALENQUE;10;0;11370;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
98;13217;1;0;2016-12-01;18:11:00;24;1;;39;2016-11-30 18:11:30;NULL;NULL;NULL;NULL;2016-12-01;2016-12-01;BAGSACORP;BABAHOYO;10;0;11371;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
99;13218;1;0;2016-12-02;15:02:00;327;1;;39;2016-12-01 15:02:26;NULL;NULL;NULL;NULL;2016-12-02;2016-12-02;BAGSACORP;VIA EL TRIUNFO KM 7.5;10;0;11373;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
100;13219;1;0;2016-12-02;15:38:00;243;1;;39;2016-12-01 15:38:27;NULL;NULL;NULL;NULL;2016-12-02;2016-12-02;BAGSACORP;VIA AL TRIUNFO KM 35;10;0;11374;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
101;13221;1;0;2016-12-06;18:22:00;394;1;;39;2016-12-05 18:22:34;NULL;NULL;NULL;NULL;2016-12-06;2016-12-06;BAGSACORP;BABA-VIA GUARE;10;0;11375;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
102;13222;1;0;2016-12-06;18:38:00;28;1;;39;2016-12-05 18:38:31;NULL;NULL;NULL;NULL;2016-12-06;2016-12-06;BAGSACORP;KM 7.5 VIA QUEVEDO;10;0;11376;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
103;NULL;NULL;1;2016-12-06;18:47:00;96;1;ENVIO PARCIAL DE PEDIDO CLIENTE AGRAIND 164/500 ROLLOS;39;2016-12-05 18:47:10;NULL;NULL;NULL;NULL;2016-12-06;2016-12-06;BAGSACORP;BABAHOYO/PUEBLO VIEJO;10;0;11377;;NULL;NULL;6;0;NULL;NULL;0;ACTIVO
