34;34;2;332;D;2015-07-01;1058.4;0;1058.4;01-011791 SI;2015-131;24;0;26;2015-07-13 12:18:24;INACTIVO
35;35;2;389;D;2015-07-01;1321.15;0;1321.15;01-011864 SI;2015-132;18;0;26;2015-07-13 12:19:08;INACTIVO
36;36;2;295;D;2015-07-01;1574.1;1574.1;0;01-011651 SI;2015-133;0;0;26;2015-07-13 12:19:48;ACTIVO
37;37;2;295;D;2015-07-01;1574.1;1574.1;0;01-011693 SI;2015-134;0;0;26;2015-07-13 12:20:33;ACTIVO
38;38;2;295;D;2015-07-01;1574.1;1574.1;0;01-011762 V- 20/06/2015;2015-135;0;0;26;2015-07-13 12:23:25;ACTIVO
39;39;2;238;D;2015-07-01;2116.8;0;2116.8;01-011811 SI;2015-136;3;0;26;2015-07-13 12:25:54;INACTIVO
40;40;2;238;D;2015-07-01;762.05;0;762.05;01-011793 SI;2015-137;25;0;26;2015-07-13 12:26:37;INACTIVO
41;41;2;238;D;2015-07-01;635.04;0;635.04;01-011794 SI;2015-138;25;0;26;2015-07-13 12:27:20;INACTIVO
42;42;2;294;D;2015-07-01;2287.41;2287.41;0;01-011479 V- 22/03/2015;2015-139;0;0;26;2015-07-13 12:28:09;ACTIVO
43;43;2;294;D;2015-07-01;2530.1;2530.1;0;01-011486 V- 28/03/2015;2015-140;0;0;26;2015-07-13 12:28:53;ACTIVO
44;44;2;294;D;2015-07-01;2014.64;2014.64;0;01-011568 V- 15/04/2015;2015-141;0;0;26;2015-07-13 12:29:40;ACTIVO
45;45;2;294;D;2015-07-01;195.47;195.47;0;01-011621 V- 1/05/2015;2015-142;0;0;26;2015-07-13 12:30:47;ACTIVO
46;46;2;294;D;2015-07-01;195.47;195.47;0;01-011669 V- 15/05/2015;2015-143;0;0;26;2015-07-13 12:31:39;ACTIVO
47;47;2;314;D;2015-07-01;67.56;67.56;0;01-010889 V- 05/09/2014;2015-144;0;0;26;2015-07-13 12:32:30;ACTIVO
48;48;2;314;D;2015-07-01;5691.84;5691.84;0;01-011027 V- 25/10/2014;2015-145;0;0;26;2015-07-13 12:33:31;ACTIVO
49;49;2;339;D;2015-07-01;90.72;90.72;0;01-010431 V- 05/04/2014;2015-146;0;0;26;2015-07-13 12:34:14;ACTIVO
50;50;2;96;D;2015-07-01;3253.14;3253.14;0;01-011800 SI;2015-147;0;0;26;2015-07-13 12:35:06;ACTIVO
51;51;2;96;D;2015-07-01;3680.32;0;3680.32;01-011867 SI;2015-148;21;0;26;2015-07-13 12:36:09;INACTIVO
52;52;2;406;D;2015-07-01;496.09;496.09;0;01-011603 SI;2015-149;0;0;26;2015-07-13 12:36:58;ACTIVO
53;53;2;406;D;2015-07-01;992.21;992.21;0;01-011749 SI;2015-150;0;0;26;2015-07-13 12:37:42;ACTIVO
54;54;2;406;D;2015-07-01;1322.94;1322.94;0;01-011788 SI;2015-151;0;0;26;2015-07-13 12:38:47;ACTIVO
55;55;2;406;D;2015-07-01;621.6;621.6;0;01-011783 V- 27/06/2015;2015-152;0;0;26;2015-07-13 12:39:32;ACTIVO
56;56;2;406;D;2015-07-01;1001.15;0;1001.15;01-011827 SI;2015-153;9;0;26;2015-07-13 12:40:29;INACTIVO
57;57;2;406;D;2015-07-01;1001.15;0;1001.15;01-011788 SI;2015-154;22;0;26;2015-07-13 12:41:15;INACTIVO
58;58;2;412;D;2015-07-01;115.44;115.44;0;01-011569 V- 15/04/2015;2015-155;0;0;26;2015-07-13 12:42:04;ACTIVO
59;59;2;412;D;2015-07-01;144.3;144.3;0;01-011622 V- 01/05/2015;2015-156;0;0;26;2015-07-13 12:42:43;ACTIVO
60;60;2;412;D;2015-07-01;144.3;144.3;0;01-011670 V- 15/05/2015;2015-157;0;0;26;2015-07-13 12:43:35;ACTIVO
61;61;2;381;D;2015-07-01;85.38;0;85.38;01-011809 SI;2015-158;2;0;26;2015-07-13 12:44:37;INACTIVO
62;62;2;381;D;2015-07-01;284.61;284.61;0;01-11852 V- 16/07/2015;2015-159;15;0;26;2015-07-13 12:45:26;ACTIVO
63;63;2;256;D;2015-07-01;3556.44;3556.44;0;01-011830 SI;2015-160;10;0;26;2015-07-13 12:46:22;ACTIVO
64;64;2;31;D;2015-07-01;1927.8;0;1927.8;01-011840 SI;2015-162;0;0;26;2015-07-13 12:48:53;INACTIVO
65;65;2;75;D;2015-07-01;1153.47;1153.47;0;01-011826 SI;2015-163;0;0;26;2015-07-13 14:02:46;ACTIVO
66;66;2;130;D;2015-07-01;9923.76;9923.76;0;01-011734 SI;2015-164;0;0;26;2015-07-13 14:03:35;ACTIVO
67;67;2;130;D;2015-07-01;9923.76;9923.76;0;01-011825 SI;2015-165;0;0;26;2015-07-13 14:04:24;ACTIVO
68;68;2;321;D;2015-07-01;3751.8;3751.8;0;01-011634 V- 07/05/2015;2015-166;0;0;26;2015-07-13 14:05:13;ACTIVO
69;69;2;415;D;2015-07-01;244.2;244.2;0;01-011731 SI;2015-167;0;0;26;2015-07-13 14:05:51;ACTIVO
70;70;2;415;D;2015-07-01;4756.35;4756.35;0;01-011732 SI;2015-168;0;0;26;2015-07-13 14:06:29;ACTIVO
71;71;2;422;D;2015-07-01;2813.85;2813.85;0;01-011611 SI;2015-169;0;0;26;2015-07-13 14:07:17;ACTIVO
72;72;2;422;D;2015-07-01;2813.85;2813.85;0;01-011729 V- 04/06/2015;2015-170;0;0;26;2015-07-13 14:08:01;ACTIVO
73;73;2;22;D;2015-07-01;2813.85;2813.85;0;01-011443 V- 11/03/2015;2015-171;0;0;26;2015-07-13 14:08:57;ACTIVO
74;74;2;22;D;2015-07-01;102.12;102.12;0;01-011414 V- 22/03/2015;2015-172;0;0;26;2015-07-13 14:09:35;ACTIVO
75;75;2;288;D;2015-07-01;1589.52;1589.52;0;01-011798 SI;2015-173;0;0;26;2015-07-13 14:10:29;ACTIVO
76;76;2;288;D;2015-07-01;1986.9;1986.9;0;01-011859 SI;2015-174;0;0;26;2015-07-13 14:12:14;ACTIVO
77;77;2;16;D;2015-07-01;2509.65;2509.65;0;01-011213 SI;2015-175;0;0;26;2015-07-13 14:15:42;ACTIVO
78;78;2;16;D;2015-07-01;2509.65;2509.65;0;01-011313 SI;2015-176;0;0;26;2015-07-13 14:16:40;ACTIVO
79;79;2;16;D;2015-07-01;2509.65;2509.65;0;01-011426 SI;2015-177;0;0;26;2015-07-13 14:17:24;ACTIVO
80;80;2;16;D;2015-07-01;2509.65;2509.65;0;01-011549 V- 08/04/2015;2015-178;0;0;26;2015-07-13 14:18:18;ACTIVO
81;81;2;16;D;2015-07-01;2509.65;2509.65;0;01-011635 V- 07/05/2015;2015-179;0;0;26;2015-07-13 14:18:57;ACTIVO
82;82;2;16;D;2015-07-01;2509.65;2509.65;0;01-011730 V- 04/06/2015;2015-180;0;0;26;2015-07-13 14:19:39;ACTIVO
83;83;2;34;D;2015-07-01;3630.12;3630.12;0;01-011148 SI;2015-181;0;0;26;2015-07-13 14:20:34;ACTIVO
84;11879;1;284;D;2015-07-01;1202.88;0;1202.88;DEBITO POR FACTURA NO. 1 - 0011879  DEL  01/07/2015;2015-182;30;0;23;2015-07-13 14:23:10;INACTIVO
85;85;2;298;D;2015-07-01;75.94;0;75.94;01-011742 SI;2015-183;0;0;26;2015-07-13 14:25:48;INACTIVO
86;86;2;28;D;2015-07-01;1676.22;0;1676.22;01-011632 SI;2015-184;0;0;26;2015-07-13 14:26:41;INACTIVO
87;87;2;28;D;2015-07-01;1677.97;0;1677.97;01-011662 SI;2015-185;0;0;26;2015-07-13 14:27:45;INACTIVO
88;88;2;28;D;2015-07-01;5033.91;0;5033.91;01-011663 SI;2015-186;0;0;26;2015-07-13 14:28:34;INACTIVO
89;89;2;28;D;2015-07-01;4194.93;4194.93;0;01-011684 SI;2015-187;0;0;26;2015-07-13 14:29:39;ACTIVO
90;90;2;28;D;2015-07-01;3355.95;3355.95;0;01-011717 SI;2015-188;0;0;26;2015-07-13 14:30:29;ACTIVO
91;91;2;28;D;2015-07-01;1174.58;1174.58;0;01-011719 SI;2015-189;0;0;26;2015-07-13 14:31:11;ACTIVO
92;11879;1;284;D;2015-07-01;1202.88;1202.88;0;DEBITO POR FACTURA NO. 1 - 0011879  DEL  01/07/2015;2015-190;30;0;23;2015-07-13 14:30:40;ACTIVO
93;93;2;28;D;2015-07-01;1677.97;1677.97;0;01-011720 SI;2015-191;0;0;26;2015-07-13 14:31:51;ACTIVO
94;94;2;28;D;2015-07-01;1677.97;1677.97;0;01-011748 SI;2015-192;0;0;26;2015-07-13 14:32:34;ACTIVO
95;95;2;28;D;2015-07-01;3355.94;3355.94;0;01-011752 V- 17/07/2015;2015-193;0;0;26;2015-07-13 14:33:13;ACTIVO
96;96;2;28;D;2015-07-01;5033.89;5033.89;0;01-011754 V- 18/07/2015;2015-194;0;0;26;2015-07-13 14:34:04;ACTIVO
97;97;2;28;D;2015-07-01;3355.94;3355.94;0;01-011755 V- 18/07/2015;2015-195;0;0;26;2015-07-13 14:34:45;ACTIVO
98;98;2;28;D;2015-07-01;1006.79;1006.79;0;01-11801 V- 31/07/2015;2015-196;0;0;26;2015-07-13 14:35:23;ACTIVO
99;99;2;28;D;2015-07-01;2516.96;2516.96;0;01-011807 V- 01/08/2015;2015-197;0;0;26;2015-07-13 14:36:11;ACTIVO
100;100;2;28;D;2015-07-01;3355.95;3355.95;0;01-011820 V- 08/08/2015;2015-198;0;0;26;2015-07-13 14:37:12;ACTIVO
101;11880;1;284;D;2015-07-01;1898.4;0;1898.4;DEBITO POR FACTURA NO. 1 - 0011880  DEL  01/07/2015;2015-199;30;0;23;2015-07-13 14:36:29;INACTIVO
102;102;2;28;D;2015-07-01;1677.97;1677.97;0;01-011821 V- 08/08/2015;2015-200;0;0;26;2015-07-13 14:37:51;ACTIVO
103;103;2;28;D;2015-07-01;3355.95;3355.95;0;01-011847 V- 15/08/2015;2015-201;0;0;26;2015-07-13 14:38:40;ACTIVO
104;104;2;28;D;2015-07-01;3355.95;3355.95;0;01-011848 V- 15/08/2015;2015-202;0;0;26;2015-07-13 14:39:21;ACTIVO
105;105;2;258;D;2015-07-01;952;0;952;01-011842 SI;2015-203;0;0;26;2015-07-13 14:40:24;INACTIVO
106;106;2;198;D;2015-07-01;1532.36;1532.36;0;01-011779 V- 27/06/2015;2015-204;0;0;26;2015-07-13 14:41:39;ACTIVO
107;107;2;178;D;2015-07-01;1875.9;1875.9;0;01-011576 V- 19/04/2015;2015-205;0;0;26;2015-07-13 14:42:43;ACTIVO
108;108;2;162;D;2015-07-01;199.8;199.8;0;01-011751 SI;2015-206;0;0;26;2015-07-13 14:43:37;ACTIVO
109;109;2;204;D;2015-07-01;952;0;952;01-011841 SI;2015-207;0;0;26;2015-07-13 14:44:20;INACTIVO
110;110;2;105;D;2015-07-01;2016;0;2016;01-011812 SI;2015-208;0;0;26;2015-07-13 14:45:07;INACTIVO
111;111;2;253;D;2015-07-01;3107;3107;0;01-011744 V- 07/06/2015;2015-209;0;0;26;2015-07-13 14:47:49;ACTIVO
112;112;5;313;C;2015-04-08;798.98;0;798.98;CAN FACT 11736 CHE 2914 BAN PICHINCHA GOLDENBANANA SA;2015-210;;0;26;2015-07-13 14:59:15;INACTIVO
113;11881;1;284;D;2015-07-01;200.48;200.48;0;DEBITO POR FACTURA NO. 1 - 0011881  DEL  01/07/2015;2015-211;30;0;23;2015-07-13 15:01:28;ACTIVO
114;114;5;313;C;2015-07-08;798.98;798.98;0;CAN FACT 11736 CHE 2914 BANC PICHINCHA GOLDENBANANA;2015-212;;0;26;2015-07-13 15:02:14;ACTIVO
115;11882;1;28;D;2015-07-01;1899.07;0;1899.07;DEBITO POR FACTURA NO. 1 - 0011882  DEL  01/07/2015;2015-213;60;0;23;2015-07-13 15:05:52;INACTIVO
116;11883;1;28;D;2015-07-01;3798.14;0;3798.14;DEBITO POR FACTURA NO. 1 - 0011883  DEL  01/07/2015;2015-214;60;0;23;2015-07-13 15:07:04;INACTIVO
117;11884;1;284;D;2015-07-01;1002.4;1002.4;0;DEBITO POR FACTURA NO. 1 - 0011884  DEL  01/07/2015;2015-215;30;0;23;2015-07-13 15:07:52;ACTIVO
118;118;2;403;D;2015-07-01;931.07;931.07;0;01-011587 V- 26/04/2015;2015-216;0;0;26;2015-07-13 15:19:22;ACTIVO
119;119;2;148;D;2015-07-01;2813.85;2813.85;0;01-011746 V- 07/06/2015;2015-217;0;0;26;2015-07-13 15:20:13;ACTIVO
120;120;2;280;D;2015-07-01;381.27;0;381.27;01-009405 V- 25/08/2012;2015-218;0;0;26;2015-07-13 15:21:08;ACTIVO
121;121;2;280;D;2015-07-01;245;0;245;01-009430 V- 08/09/2012;2015-219;0;0;26;2015-07-13 15:21:55;ACTIVO
122;122;2;280;D;2015-07-01;134.4;0;134.4;01-009807 V- 19/04/2013;2015-220;0;0;26;2015-07-13 15:22:33;ACTIVO
123;123;2;155;D;2015-07-01;1008;0;1008;01-011837 V- 12/07/2015;2015-221;0;0;26;2015-07-13 15:23:30;INACTIVO
124;124;2;107;D;2015-07-01;1998;1998;0;01-011758 SI;2015-222;0;0;26;2015-07-13 15:24:14;ACTIVO
125;125;2;107;D;2015-07-01;1998;1998;0;01-011760 SI;2015-223;0;0;26;2015-07-13 15:25:15;ACTIVO
126;126;2;107;D;2015-07-01;2016;0;2016;01-011816 SI;2015-224;0;0;26;2015-07-13 15:25:57;INACTIVO
127;127;2;107;D;2015-07-01;3225.6;0;3225.6;01-011795 SI;2015-225;0;0;26;2015-07-13 15:26:48;INACTIVO
128;128;2;417;D;2015-07-01;6.74;6.74;0;01-11445 V- 12/03/2015;2015-226;0;0;26;2015-07-13 15:27:53;ACTIVO
129;129;2;417;D;2015-07-01;6242.75;6242.75;0;01-011607 V- 24/05/2015;2015-227;0;0;26;2015-07-13 15:29:09;ACTIVO
130;130;2;37;D;2015-07-01;1398.6;1398.6;0;01-11814 SI;2015-228;0;0;26;2015-07-13 15:30:57;ACTIVO
131;131;2;37;D;2015-07-01;1411.2;0;1411.2;01-011796;2015-229;0;0;26;2015-07-13 15:32:48;INACTIVO
132;132;2;279;D;2015-07-01;1892.8;1892.8;0;01-010396 V- 21/03/2014;2015-230;0;0;26;2015-07-13 15:33:43;ACTIVO
133;133;2;279;D;2015-07-01;3785.6;307.2;3478.4;01-010466 V-16/04/2014;2015-231;0;0;26;2015-07-13 15:35:54;ACTIVO
134;134;2;266;D;2015-07-01;79.92;79.92;0;01-011348 V- 15/02/2015;2015-232;0;0;26;2015-07-13 15:38:59;ACTIVO
135;135;2;266;D;2015-07-01;100.8;100.8;0;01-011439 SI;2015-233;0;0;26;2015-07-13 15:39:48;ACTIVO
136;11885;1;421;D;2015-07-01;165.71;0;165.71;DEBITO POR FACTURA NO. 1 - 0011885  DEL  01/07/2015;2015-234;30;0;23;2015-07-13 15:40:20;INACTIVO
137;137;2;264;D;2015-07-01;2921.28;2921.28;0;01-011822 V- 09/07/2015;2015-235;0;0;26;2015-07-13 15:40:39;ACTIVO
138;138;2;264;D;2015-07-01;2556.12;2556.12;0;01-011860 V- 19/07/2015;2015-236;0;0;26;2015-07-13 15:41:35;ACTIVO
139;11886;1;269;D;2015-07-02;1135.68;1135.68;0;DEBITO POR FACTURA NO. 1 - 0011886  DEL  02/07/2015;2015-237;30;0;23;2015-07-13 15:41:36;ACTIVO
140;140;2;245;D;2015-07-01;3785.6;0;3785.6;01-011761 SI;2015-238;0;0;26;2015-07-13 15:42:35;INACTIVO
141;11887;1;269;D;2015-07-02;1135.68;1135.68;0;DEBITO POR FACTURA NO. 1 - 0011887  DEL  02/07/2015;2015-239;30;0;23;2015-07-13 15:42:41;ACTIVO
142;142;2;245;D;2015-07-01;3785.6;0;3785.6;01-011813 SI;2015-240;0;0;26;2015-07-13 15:43:27;INACTIVO
143;11888;1;270;D;2015-07-02;378.56;378.56;0;DEBITO POR FACTURA NO. 1 - 0011888  DEL  02/07/2015;2015-241;30;0;23;2015-07-13 15:43:39;ACTIVO
144;144;2;427;D;2015-07-01;171.99;171.99;0;01-011787 SI;2015-242;0;0;26;2015-07-13 15:45:29;ACTIVO
145;145;2;427;D;2015-07-01;223.59;223.59;0;01-011818 SI;2015-243;0;0;26;2015-07-13 15:47:27;ACTIVO
146;11889;1;198;D;2015-07-02;959.62;959.62;0;DEBITO POR FACTURA NO. 1 - 0011889  DEL  02/07/2015;2015-244;30;0;23;2015-07-13 15:47:44;ACTIVO
147;147;2;427;D;2015-07-01;206.39;206.39;0;01-011843 SI;2015-245;0;0;26;2015-07-13 15:48:36;ACTIVO
148;148;2;427;D;2015-07-01;503.27;0;503.27;01-011854 SI;2015-246;0;0;26;2015-07-13 15:50:01;INACTIVO
149;11890;1;130;D;2015-07-02;9021.6;9021.6;0;DEBITO POR FACTURA NO. 1 - 0011890  DEL  02/07/2015;2015-247;30;0;23;2015-07-13 15:50:29;ACTIVO
150;150;2;427;D;2015-07-01;329.73;0;329.73;01-011865 SI;2015-248;0;0;26;2015-07-13 15:50:58;INACTIVO
151;151;2;427;D;2015-07-01;347.09;0;347.09;01-011792 SI;2015-249;0;0;26;2015-07-13 15:51:56;INACTIVO
152;152;2;429;D;2015-07-01;32.47;32.47;0;01-011857 SI;2015-250;0;0;26;2015-07-13 15:52:34;ACTIVO
153;153;2;421;D;2015-07-01;254.15;254.15;0;01-011753 SI;2015-251;0;0;26;2015-07-13 15:53:39;ACTIVO
154;11891;1;93;D;2015-07-02;19033.84;19033.84;0;DEBITO POR FACTURA NO. 1 - 0011891  DEL  02/07/2015;2015-252;75;0;23;2015-07-13 15:53:44;ACTIVO
155;155;2;421;D;2015-07-01;254.76;0;254.76;01-11885 SI;2015-253;0;0;26;2015-07-13 15:54:16;INACTIVO
156;11892;1;273;D;2015-07-03;4164.16;4164.16;0;DEBITO POR FACTURA NO. 1 - 0011892  DEL  03/07/2015;2015-254;30;0;23;2015-07-13 15:54:43;ACTIVO
157;157;2;331;D;2015-07-01;599.4;599.4;0;01-011743 SI;2015-255;0;0;26;2015-07-13 15:55:44;ACTIVO
158;11893;1;274;D;2015-07-03;1514.24;1514.24;0;DEBITO POR FACTURA NO. 1 - 0011893  DEL  03/07/2015;2015-256;30;0;23;2015-07-13 15:56:31;ACTIVO
159;159;2;331;D;2015-07-01;1198.8;1198.8;0;01-011757 V- 19/06/2015;2015-257;0;0;26;2015-07-13 15:57:55;ACTIVO
160;11894;1;271;D;2015-07-03;3785.6;3785.6;0;DEBITO POR FACTURA NO. 1 - 0011894  DEL  03/07/2015;2015-258;30;0;23;2015-07-13 15:57:45;ACTIVO
161;11895;1;272;D;2015-07-03;1135.68;1135.68;0;DEBITO POR FACTURA NO. 1 - 0011895  DEL  03/07/2015;2015-259;30;0;23;2015-07-13 15:58:46;ACTIVO
162;162;2;331;D;2015-07-01;499.5;499.5;0;01-011836 V- 10/07/2015;2015-260;0;0;26;2015-07-13 15:59:13;ACTIVO
163;11896;1;364;D;2015-07-03;2649.92;2649.92;0;DEBITO POR FACTURA NO. 1 - 0011896  DEL  03/07/2015;2015-261;30;0;23;2015-07-13 15:59:38;ACTIVO
164;164;2;331;D;2015-07-01;699.3;699.3;0;01-011839 V- 12/07/2015;2015-262;0;0;26;2015-07-13 15:59:58;ACTIVO
165;11897;1;331;D;2015-07-03;1209.6;1209.6;0;DEBITO POR FACTURA NO. 1 - 0011897  DEL  03/07/2015;2015-263;30;0;23;2015-07-13 16:00:27;ACTIVO
166;166;2;337;D;2015-07-01;1270.08;0;1270.08;01-011817 V- 05/07/2015;2015-264;0;0;26;2015-07-13 16:01:16;INACTIVO
167;11898;1;16;D;2015-07-03;2839.2;2839.2;0;DEBITO POR FACTURA NO. 1 - 0011898  DEL  03/07/2015;2015-265;30;0;23;2015-07-13 16:01:18;ACTIVO
168;168;2;337;D;2015-07-01;1270.08;0;1270.08;01-011789 SI;2015-266;0;0;26;2015-07-13 16:02:31;INACTIVO
169;169;2;418;D;2015-07-01;1014.73;0;1014.73;01-011808 SI;2015-267;0;0;26;2015-07-13 16:03:45;INACTIVO
170;170;2;420;D;2015-07-01;660.58;0;660.58;01-011765 SI;2015-268;0;0;26;2015-07-13 16:04:43;INACTIVO
171;171;2;420;D;2015-07-01;3800.67;3800.67;0;01-011861 V- 19/07/2015;2015-269;0;0;26;2015-07-13 16:05:27;ACTIVO
172;172;2;423;D;2015-07-01;660.58;660.58;0;01-011766 V- 20/06/2015;2015-270;0;0;26;2015-07-13 16:06:17;ACTIVO
173;173;2;428;D;2015-07-01;190.9;190.9;0;01-011856 V- 16/07/2015;2015-271;0;0;26;2015-07-13 16:07:33;ACTIVO
174;174;2;424;D;2015-07-01;660.58;660.58;0;01-011769 V- 20/06/2015;2015-272;0;0;26;2015-07-13 16:08:25;ACTIVO
175;175;2;425;D;2015-07-01;660.58;660.58;0;01-011768 V- 20/06/2015;2015-273;0;0;26;2015-07-13 16:09:19;ACTIVO
176;176;2;405;D;2015-07-01;795.5;795.5;0;01-011639 SI;2015-274;0;0;26;2015-07-13 16:10:45;ACTIVO
177;177;2;405;D;2015-07-01;999;999;0;01-011640 SI;2015-275;0;0;26;2015-07-13 16:11:25;ACTIVO
178;178;2;405;D;2015-07-01;799.2;799.2;0;01-011664 SI;2015-276;0;0;26;2015-07-13 16:12:13;ACTIVO
179;179;2;405;D;2015-07-01;1998;1998;0;01-011685 SI;2015-277;0;0;26;2015-07-13 16:12:59;ACTIVO
180;180;2;405;D;2015-07-01;999;999;0;01-011777 SI;2015-278;0;0;26;2015-07-13 16:13:39;ACTIVO
181;181;2;405;D;2015-07-01;399.6;399.6;0;01-011802 SI;2015-279;0;0;26;2015-07-13 16:14:21;ACTIVO
182;11899;1;427;D;2015-07-03;364.45;364.45;0;DEBITO POR FACTURA NO. 1 - 0011899  DEL  03/07/2015;2015-280;30;0;23;2015-07-13 16:15:16;ACTIVO
183;183;2;405;D;2015-07-01;1598.4;1598.4;0;01-011803 V- 02/07/2015;2015-281;0;0;26;2015-07-13 16:15:36;ACTIVO
184;184;2;405;D;2015-07-01;1998;1998;0;01-011804 V- 02/07/2015;2015-282;0;0;26;2015-07-13 16:16:22;ACTIVO
185;11900;1;348;D;2015-07-03;811.78;811.78;0;DEBITO POR FACTURA NO. 1 - 0011900  DEL  03/07/2015;2015-283;30;0;23;2015-07-13 16:16:31;ACTIVO
186;11901;1;405;D;2015-07-06;403.2;403.2;0;DEBITO POR FACTURA NO. 1 - 0011901  DEL  06/07/2015;2015-284;30;0;23;2015-07-13 16:17:23;ACTIVO
187;187;2;405;D;2015-07-01;599.4;599.4;0;01-011805 V- 02/07/2015;2015-285;0;0;26;2015-07-13 16:18:06;ACTIVO
188;11902;1;405;D;2015-07-06;403.2;403.2;0;DEBITO POR FACTURA NO. 1 - 0011902  DEL  06/07/2015;2015-286;30;0;23;2015-07-13 16:18:08;ACTIVO
189;189;2;405;D;2015-07-01;799.2;799.2;0;01-011806 V- 02/07/2015;2015-287;0;0;26;2015-07-13 16:18:49;ACTIVO
190;190;2;405;D;2015-07-01;199.8;199.8;0;01-011849 V- 16/07/2015;2015-288;0;0;26;2015-07-13 16:19:39;ACTIVO
