11;ADIUV800LL;;ADITIVO UV 800LL;1;1;26;6;0;1;0;0;0;1;4.5;5.76;4.5;0;0;0;0;0;0;ADITIVO UV;96;2019-01-21;7641;100;0;;0;42;2017-11-15 15:38:19;0;0;1;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
12;ADIUVPSYNCH;;ADITIVO UVP SINSORB-P CIPEQ;1;1;26;6;0;1;0;0;0;0;21.1;21.1;21.1;0;0;0;0;0;0;;265;2018-10-27;6659;1;0;;0;45;2018-09-04 11:53:35;0;0;4;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
13;ADPA01;;ADITIVO PA01 PROVELAN;1;1;26;6;0;1;0;0;0;0;4.15;4.15;4.15;0;0;0;0;0;0;;4;2021-10-28;18638;1005;0;;0;55;2021-09-07 17:32:16;0;0;6;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
14;ADUV12770PR;;ADITIVO UV 12770 PROVELAN;1;1;26;6;0;1;0;0;0;0;6.5;6.5;6.5;0;0;0;0;0;0;;4;2020-12-04;12501;200;0;;0;29;2020-07-22 12:10:42;0;0;6;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
15;AGLOM;;AGLOMERADORA MOTOR 50 HP;1;1;17;1;0;1;0;0;0;0;0;6250;6250;0;0;0;0;6250;0;;;;;;0;;0;38;2017-10-24 14:16:58;0;0;4;0;0;1;0;0;0;0;1;VELASQUEZ SIERRA ERNESTO;1;0;0;;0;0;6250;0;0;1;ACTIVO
16;AGLOMERADOR;;AGLOMERADORA CON MOTOR 50HP;1;1;17;1;0;1;0;0;0;0;0;6250;6250;0;0;0;0;6250;0;;;;;;1;;0;38;2017-10-24 14:32:10;0;0;4;0;0;1;0;0;0;0;1;;1;0;0;;0;0;6250;0;0;1;ACTIVO
17;AMA5K1000V1;;ZUNCH AMARILLO 5KG 5MM 1000MT V1;1;1;16;3;0;1;0;0;0;1;1.304;1.338;1.288;0;3.18;3.78;0;3.58;0;;;;;;5;;0;26;2016-05-26 10:15:35;0;0;1;0;0;1;0;0;0;0;1;;1;0;1;3;5;5;1.288;0;0;1;ACTIVO
18;AMA5K1000V3;;ZUNCH AMARILLO 5KG 5MM 1000MT;1;1;16;3;0;1;0;0;0;1;0;1.337;1.337;0;2.8;0;0;3.18;0;;;;;;5;;0;26;2016-05-26 10:07:30;0;0;1;0;0;1;0;0;0;0;1;;1;0;1;3;4.9;5.8;1.34;0;0;1;ACTIVO
19;ANTSYNOB215;;ANTIOXIDANTE SYNOX - B215;1;1;26;6;0;1;0;0;0;0;12.84;12.84;12.84;0;0;0;0;0;0;;265;2018-10-27;6659;1;0;;0;45;2018-09-04 11:47:58;0;0;4;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
20;APADITPOLIP;;POLIPROPILENO ADITIVO AP;1;1;26;6;0;1;0;0;0;0;0;10.12;0.931;0;0;0;0;0;0;;;;;;0;;0;26;2016-03-23 10:05:42;0;0;6;0;0;2;0;0;0;0;1;;1;0;0;3;0;0;4.236;0;4;1;ACTIVO
21;ARRIENDO;;REPOSICION ARRIENDO PROPC BODEGA;1;2;9;1;0;1;0;0;0;1;0;0;0;;0;0;0;0;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0;0;0;1;INACTIVO
22;AZU5K1000V1;;ZUNCH AZUL 5KG 5MM 1000MT V1;1;1;16;3;0;1;0;0;0;1;0;1.028;1.028;0;3.18;0;0;3.18;0;;;;;;5;;0;26;2016-05-26 10:26:14;0;0;1;0;0;1;0;0;0;0;1;;1;0;1;3;4.8;5.2;1.028;0;0;1;ACTIVO
23;AZULCALEXPO;;AZUL CALIDAD EXPORTACION INTERCIA;1;1;13;6;0;1;0;0;0;0;0.4;0.45;0.4;0;0;0;0;0;0;;318;2016-12-27;2754;4060;0;;0;39;2016-11-23 15:49:06;0;0;4;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
24;BALDE10L;;BALDE PLASTICO 10L;1;1;23;1;0;1;0;0;0;1;0;0.01;0.01;;0;0;0;2;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.01;0;0;1;ACTIVO
25;BALDE12L;;BALDE PLASTICO 12L;1;1;23;1;0;1;0;0;0;1;0;0.01;0.01;;0;0;0;2.5;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.01;0;0;1;ACTIVO
26;BANA0001;;BANAVINCHAS;1;1;6;1;0;1;0;0;0;0;0.005;0.012;0.004;;0;0;0;2;;STOCK A DICIEMBRE;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.004;0;0;1;INACTIVO
27;BASBAGPET;;BASURA BAGSA PET;1;1;27;6;0;0;0;0;0;0;0;0.01;1.28;0;0;0;0;0;0;;;;;;0;;0;29;2020-09-03 12:36:30;0;0;6;0;0;2;0;0;0;0;1;;1;0;0;;0;0;6.583;0;5;1;ACTIVO
28;BASPOLPBAGS;;BASURA POLIPROPILENO BAGSA;1;1;27;6;0;0;0;0;0;0;0;0.01;0.987;0;0;0;0;0;0;;;;;;0;;0;29;2020-09-03 12:38:33;0;0;6;0;0;2;0;0;0;0;1;;1;0;0;;0;0;6.098;0;6;1;ACTIVO
29;BASUR;;BASURA/ PURGA;1;1;13;2;0;1;0;0;0;1;0;0.906;1.316;0;0;0;0;0;0;;;;;;0;;0;1;;0;0;1;0;0;1;0;1.103;0;0;1;;1;0;0;3;0;0;6.711;1.1;2;1;ACTIVO
30;BOBICAR8.2;;"BOBINAS DE CARTON 8.2""*7MM*20CM";1;1;29;1;0;1;0;0;0;0;0.57;0.57;0.57;0;0;0;0;0;0;;1669;2021-01-08;13169;200;1;;0;29;2020-11-16 17:14:00;0;0;1;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
31;BOPLASSANR;;BOTELLON PLASTICO SANREVGUA;1;1;13;1;0;1;0;0;0;0;0.2;0.2;0.2;0;0;0;0;0;0;;1148;2021-05-26;16329;276;0;;0;29;2021-05-22 13:15:38;0;0;1;0;0;2;0;0;0;0;1;;3;0;0;;0;0;0;0;0;1;ACTIVO
32;BUHLERCLAR1;;BUHLER CLARO INTERCIA;1;1;13;6;0;1;0;0;0;0;0.28;0.45;0.28;0;0;0;0;0;0;;318;2016-12-02;2625;523;0;;0;39;2016-11-23 12:52:11;0;0;4;0;0;2;0;0;0;0;1;INTERCIA;1;0;0;;0;0;0;0;0;1;ACTIVO
33;BUHLERETCLA;;BUHLER RETORNABLE CLARO INTERCIA;1;1;13;6;0;1;0;0;0;0;0.15;0.45;0.15;0;0;0;0;0;0;;318;2016-12-02;2625;440;0;;0;39;2016-11-23 15:43:08;0;0;4;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
34;BUHLERVERDE;;BUHLER VERDE INTERCIA;1;1;13;6;0;1;0;0;0;0;0.2;0.45;0.2;0;0;0;0;0;0;;318;2016-12-02;2625;400;0;;0;39;2016-11-23 15:42:11;0;0;4;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
35;BULT0000001;;BULTOS DE RECUPERADO;1;1;12;4;0;0;0;0;0;1;0;0;0.9;;0;0;0;0;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.9;0;0;1;INACTIVO
36;CABAZ000001;;CABO FINO AZUL 1H25 ;1;1;2;1;0;1;0;0;0;1;0.75;0.75;0.75;;0;0;0;0;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.75;0;0;1;INACTIVO
37;CABBC 00005;;CABO BICOLOR NEGRO NARANJA 5.35 KG;1;1;2;2;0;1;0;0;0;1;0;2.85;2.85;;2.91;0;0;3.04;;"
";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;2.85;0;0;1;INACTIVO
38;CABBC000002;;CABO NARANJA 4.5 KG 1/8;1;1;2;2;0;1;0;0;0;1;0;0.7;0.7;;1.864;0;0;1.873;;"


";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.7;0;0;1;INACTIVO
39;CABBC000004;;CABO BICOLOR NEGRO AMARILLO;1;1;2;1;0;1;0;0;0;1;0;2.3;2.3;;3.1;0;0;3.1;;"
";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;2.3;0;0;1;INACTIVO
40;CABBC00003;;CABO BICOLOR NEGRO NARANJA 1/8;1;1;2;2;0;1;0;0;0;1;0.7;2.2;0.7;;3.1;0;0;3.1;;"
";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.7;0;0;1;ACTIVO
41;CABBNA00002;;CABO FINO NARANJA 1H21 5KG;1;1;2;2;0;1;0;0;0;1;0;1.94;1.94;;2.5;0;0;2.56;;"


";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;1.94;0;0;1;INACTIVO
42;CABBNEG0002;;CABO FINO NEGRO 1H25 5 KG;1;1;2;2;0;1;0;0;0;1;0;1.2;1.2;;2.98;0;0;2.98;;"

";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;1.2;0;0;1;ACTIVO
43;CABFIN0005;;CABO FINO BLANCO TRANSPARENTE 1H21;1;1;2;2;0;1;0;0;0;1;0;0;;;0;0;0;0;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;;0;0;1;INACTIVO
44;CABICOL1H30;;ROLLO CABO 5KG BICOLOR 1H30;1;1;31;3;0;1;0;0;0;1;0.968;1.4;0.994;0;2.98;0;0;0.01;0;;;;;;5;;0;55;2021-09-22 14:32:15;0;0;3;5;0;1;0;0;0;0;1;;1;0;1;;4.8;5.2;4.97;0;5;1;ACTIVO
45;CABICOL5;;CABO BICOLOR 1H40  5KG;1;1;2;3;0;1;0;0;0;0;1.183;1.121;1.278;0;0;0;0;0;0;;;;;;5;;0;29;2021-11-30 09:15:03;0;0;3;5;0;1;0;0;0;0;1;;1;0;0;;0;0;6.4;0;6;1;ACTIVO
46;CABMUESTRA5;;CABOS DE MUESTRA;1;1;2;1;0;0;0;0;0;0;0.01;0.01;0.827;0;0;0;0;0;0;;;;;;0;;0;29;2021-02-23 14:05:23;0;0;1;0;0;1;0;0;0;0;1;;2;0;0;;0;0;4.269;0;0;1;ACTIVO
47;CABNAR00001;;CABO NARANJA 1H25;1;1;2;2;0;1;0;0;0;1;0;1.655;1.655;;0;0;0;0;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;1.655;0;0;1;INACTIVO
48;CABNARA1KG;;CABO 1H25 NARANJA 1KG;1;1;2;3;0;1;0;0;0;0;1.699;0.01;1.757;0;0;0;0;0;0;;;;;;1;;0;29;2021-04-01 16:18:42;0;0;3;1;0;1;0;0;0;0;1;;2;0;1;;0.8;1.2;1.757;0;2;1;ACTIVO
49;CABNARANJ;;CABO NARANJA 1H25 4.54 KG;1;1;2;3;0;1;0;0;0;1;1.128;3.45;1.121;0;2.98;0;0;2.98;0;;;;;;4.54;;0;1;;0;0;3;4.54;0;1;0;0;0;0;1;;2;0;1;3;4.3;4.8;5.101;0;5;1;ACTIVO
50;CABNARJ454;;CABO 1H21 NARANJ 5 KG K #2;1;1;2;3;0;1;0;0;0;1;1.303;3.33;3.45;0;0;0;0;3.326;0;;;;;;5;;0;1;;0;0;3;5;0;1;0;0;0;0;1;;1;0;1;3;4.8;5.2;17.4;0;1;1;ACTIVO
51;CABNEG1H25;;ROLLO CABO 5 KG NEGRO 1H25;1;1;31;3;0;1;0;0;0;1;1.2;1.2;1.4;0;2.98;0;0;0.01;0;;;;;;5;;0;29;2021-02-08 12:03:27;0;0;3;4.54;0;1;0;0;0;0;1;;5;0;1;;4.8;5.2;1.4;0;1;1;ACTIVO
52;CABNEG1H30;;ROLLO CABO 5 KG NEGRO 1H30;1;1;31;3;0;1;0;0;0;1;0.946;1.2;0.964;0;2.98;0;0;0.01;0;;;;;;5;;0;29;2021-02-08 12:04:13;0;0;3;4.54;0;1;0;0;0;0;1;;5;0;1;;4.8;5.2;4.82;0;5;1;ACTIVO
53;CABNEGRO5KG;;CABO 1-PX25 NEGRO REPROC 5KG;1;1;2;2;0;1;0;0;0;1;0;2.55;2.55;0;0;0;0;2.55;0;;;;;;0;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;0;0;2.55;0;0;1;ACTIVO
54;CABOPPPROC;;CABO PP HACIENDA A PROCESAR;1;1;9;6;0;0;0;0;0;0;0;0.01;0.01;0;0;0;0;0;0;;;;;;0;;0;29;2021-03-12 12:41:26;0;0;6;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
55;CABTR000001;;CABO TRANSPARENTE 4.5 KG;1;1;2;2;0;1;0;0;0;1;1.7;1.7;1.81;;1.864;0;0;1.873;;"
";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;1.81;0;0;1;INACTIVO
56;CAJA ZAPATO;;CAJA PLASTICA PARA ZAPATOS;1;1;23;1;0;1;0;0;0;1;0;0.01;0.01;;0;0;0;1;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.01;0;0;1;ACTIVO
57;CAJAPLAST;;CAJA PLASTICA;1;1;23;1;0;1;0;0;0;1;0;0.01;0.01;;0;0;0;1.95;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.01;0;0;1;ACTIVO
58;CANA1H21454;;CABO 1H21 NARANJA  4.5KG #2;1;1;32;3;0;1;0;0;0;0;0;0;1.098;0;0;0;0;0;0;;;;;;4.5;;0;55;2021-07-15 18:34:53;0;0;3;4.5;0;2;0;0;0;0;1;;2;0;1;;4;5;1.098;0;0;1;ACTIVO
59;CANA1H25SC;;CABO NARANJA 1H25 4.54KG C;1;1;32;3;0;1;0;0;0;0;0.01;0;0.791;0;0;0;0;0;0;;;;;;4.54;;0;55;2021-07-15 18:31:29;0;0;3;4.54;0;2;0;0;0;0;1;;2;0;1;;3.8;5.2;3.207;0;0;1;ACTIVO
60;CANASTILL;;CANASTILLA PLASTICA;1;1;23;1;0;1;0;0;0;1;0;0.01;0.01;;0;0;0;0.75;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.01;0;0;1;ACTIVO
61;CAONARA5KG;;CABO NARANJA 5KG K;1;1;2;6;0;1;0;0;0;0;1.098;1.098;0.994;0;0;0;0;2.32;0;;1556;2021-03-16;14845;20550;1;;0;29;2021-04-27 12:11:30;0;0;6;0;0;1;0;0;0;0;1;;2;0;0;;0;0;0.994;0;0;1;ACTIVO
62;CBANANAR5KG;;CABO BANANERO NARANJA 5KG K;1;1;2;4;0;1;0;0;0;0;0;0;1.098;0;0;0;0;2.964;0;;;;;;5;;0;29;2021-05-03 15:45:03;0;0;3;5;0;1;0;0;0;0;1;;2;0;0;;0;0;1.098;0;0;1;ACTIVO
63;CE24000DNAZ;;CINTA ECOLOGICA 24000 DENIER AZUL;1;1;7;3;0;1;0;0;0;0;0;0.01;0.01;0;0;0;0;0;0;;;;;;0;;0;29;2020-02-20 10:40:37;0;0;3;0;0;2;0;0;0;0;1;;4;0;0;;0;0;0.01;0;0;1;ACTIVO
64;CEST PLAS;;CESTO PLASTICO 63*45 CM;1;1;23;1;0;1;0;0;0;1;0;0.01;0.01;;0;0;0;3;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.01;0;0;1;ACTIVO
65;CINA0000001;;CINTA DE AMARRE NEGRO;1;1;7;2;0;1;0;0;0;1;0;1.4;1.4;;0;0;0;1.7;;"
";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;1.4;0;0;1;INACTIVO
66;CINATUPAPEL;;CINTA NATURAL PARA PELETIZAR;1;1;23;1;0;1;0;0;0;1;0.44;0.45;0.455;0;0;0;0;0;0;;665;2016-12-09;2744;4431.56;0;;0;33;2016-07-07 15:37:59;0;0;1;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
67;CINBAN00001;;CINTA BANANERA CAFE;1;1;7;1;0;1;0;0;0;1;1.25;1.25;1.25;0;1.9;0;0;1.9;0;;148;2021-11-18;19551;80;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;0;0;0;1;ACTIVO
68;CINBAN00003;;CINTA BANANERA AMARILLA;1;1;7;1;0;1;0;0;0;1;1.25;1.25;1.25;0;1.9;0;0;1.9;0;;148;2021-11-14;19393;160;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;0;0;0;1;ACTIVO
69;CINBAN00004;;CINTA BANANERA ROJA;1;1;7;1;0;1;0;0;0;1;1.25;1.25;1.25;0;1.9;0;0;1.9;0;;148;2021-10-27;19014;160;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;0;0;0;1;ACTIVO
70;CINBAN00005;;CINTA BANANERA AZUL;1;1;7;1;0;1;0;0;0;1;1.25;1.25;1.25;0;1.9;0;0;1.9;0;;148;2021-10-27;19014;160;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;0;0;0;1;ACTIVO
71;CINBAN00006;;CINTA BANANERA BLANCO;1;1;7;1;0;1;0;0;0;1;1.25;1.25;1.25;0;1.9;0;0;1.9;0;;148;2021-11-18;19551;40;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;0;0;0;1;ACTIVO
72;CINBAN00007;;CINTA BANANERA NEGRA;1;1;7;1;0;1;0;0;0;1;1.25;1.25;1.25;0;1.9;0;0;1.9;0;;148;2021-11-14;19393;120;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;0;0;0;1;ACTIVO
73;CINBAN00008;;CINTA BANANERA PLOMO;1;1;7;1;0;1;0;0;0;1;0;1.25;1.25;0;1.9;0;0;1.9;0;;11;2016-01-10;737;20;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;1.25;0;0;1;ACTIVO
74;CINBAN00009;;CINTA BANANERA NARANJA;1;1;7;1;0;1;0;0;0;1;1.4;1.25;0.848;0;1.9;0;0;1.9;0;;148;2021-02-11;13391;80;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;2.562;0;0;1;ACTIVO
75;CINBAN00010;;CINTA BANANERA VERDE;1;1;7;1;0;1;0;0;0;1;1.25;1.25;1.25;0;1.9;0;0;1.9;0;;148;2021-11-14;19393;80;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;0;0;0;1;ACTIVO
76;CINBAN002;;CINTA BANANERA LILA;1;1;7;1;0;1;0;0;0;1;1.25;1.25;1.25;0;1.9;0;0;1.9;0;;148;2021-11-18;19551;80;1;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;1;1;0;0;0;1;ACTIVO
77;CINCABNAR;;CINTA DE CABO NARANJA;1;1;2;3;0;1;0;0;0;0;1.699;0.01;1.599;0;0;0;0;0;0;;;;;;4.5;;0;29;2021-02-08 12:11:46;0;0;3;4.5;0;2;0;0;0;0;1;;2;0;1;;5;7;7.778;0;8;1;ACTIVO
78;CINCABNEG;;CINTA DE CABO NEGRO;1;1;2;3;0;1;0;0;0;0;0.928;0.01;0.928;0;0;0;0;0;0;;;;;;4.5;;0;29;2021-02-08 12:13:18;0;0;3;4.5;0;2;0;0;0;0;1;;5;0;1;;4.8;6.5;4.014;0;4;1;ACTIVO
79;CINCABPRUVA;;CINTA CABO PRUEBAS VARIOS COLORES (5KG);1;1;31;3;0;1;0;0;0;0;0.856;0.01;0.15;0;0;0;0;0;0;;;;;;5;;0;29;2021-05-20 15:05:07;0;0;3;5;0;1;0;0;0;0;1;;1;0;0;;0;0;0.108;0;4;1;ACTIVO
80;CINMA000001;;CINTA MASKING TAPE 24X40;1;1;7;3;0;1;0;0;0;1;0;0;0.55;;0;0;0;0;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.55;0;0;1;INACTIVO
81;CINSTR00001;;CINTA STRECH FILM 5 PULG;1;1;20;3;0;1;0;0;0;1;1.6;2.35;1.6;0;0;0;0;0;0;;1408;2021-02-24;13994;160;0;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;0;3;0;0;0;0;0;1;ACTIVO
82;CINTAHI;;CINTA DE HILO VERDE 1000;1;1;2;6;0;1;0;0;0;0;0.771;0.01;0.785;0;0;0;0;0;0;;;;;;0.768;;0;29;2021-03-05 14:56:43;0;0;6;0;0;1;0;0;0;0;1;;6;0;0;;0.8;1.2;0.778;0;1;1;ACTIVO
83;CINTAHIN;;CINTA DE HILO NARANJA;1;1;2;6;0;1;0;0;0;0;0.418;0.418;1.17;0;0;0;0;0;0;;;;;;0.768;;0;29;2021-10-28 10:34:10;0;0;6;0;0;1;0;0;0;0;1;;2;0;0;;0;0;1.1;0;0;1;ACTIVO
84;CINTAMC12CM;;CINTA STRETCH FILM FULLPACK 12CM AMC;1;1;20;3;0;1;0;0;0;0;2.52;1.7;2.17;0;0;0;0;0;0;;1403;2021-10-22;19579;480;0;;0;29;2020-03-27 13:48:47;0;0;3;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
85;CINTFIL25CM;;CINTA FILM 25 CM AMC;1;1;20;3;0;1;0;0;0;0;4.2;4.2;3.25;0;0;0;0;0;0;;1403;2021-10-22;19579;240;0;;0;55;2021-09-21 11:24:04;0;0;3;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
86;CINTFIL50CM;;CINTA FILM 50 CM AMC;1;1;20;3;0;1;0;0;0;0;9.6;4.2;8.46;0;0;0;0;0;0;;1403;2021-10-22;19579;40;0;;0;55;2021-09-21 11:26:01;0;0;3;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
87;CINTNATSTRE;;CINTA NATURAL STRECH FILM 12;1;1;20;3;0;1;0;0;0;0;2.1;1.6;2.1;0;0;0;0;0;0;;1996;2021-10-18;19389;160;0;;0;29;2020-03-27 18:37:14;0;0;3;0;0;2;0;0;0;0;1;;1;0;0;;0;0;0;0;0;1;ACTIVO
88;CINTR000001;;CINTA TRANSPARENTE DE EMPAQUE;1;1;24;3;0;1;0;0;0;1;0;0.913;0.913;0;0;0;0;0;0;;;;;;0;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.913;0;0;1;ACTIVO
89;CINTR000002;;CINTA TRANSPARENTE NOVO;1;1;7;1;0;1;0;0;0;1;0.9;0.9;0.9;;0;0;0;0;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.9;0;0;1;ACTIVO
90;CINTSTRE25;;CINTA ST STRETCH 25;1;1;20;1;0;1;0;0;0;1;3.3;3.75;3.3;0;0;0;0;0;0;;1408;2021-08-12;18052;8;0;;0;1;;0;0;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0;0;0;1;ACTIVO
91;CLEAN000001;;CLEAN HDPE;1;1;15;1;0;1;0;0;0;1;5.735;0;6.6;;0;0;0;0;;"
";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;6.6;0;0;1;INACTIVO
92;CLEANHDPE;;PURGA CLEAN HDPE PROVELAN;1;1;15;2;0;1;0;0;0;1;6.58;6.58;6.58;;0;0;0;0;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;6.58;0;0;1;ACTIVO
93;CLISE DIGT;;CLISE DIGITAL 8*32 CM 112 DPL;1;1;14;1;0;1;0;0;0;1;26.1;26.1;26.1;;0;0;0;0;;"
";;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;26.1;0;0;1;ACTIVO
94;CLISEDIG;;CLISE DIGITAL 12X37 CM 112 DPL;1;1;20;1;0;1;0;0;0;1;58.356;58.356;58.356;;0;0;0;47.64;;;;;;;1;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;1;1;58.356;0;0;1;ACTIVO
95;COLAPLASTIC;;COLADOR PLASTICO;1;1;23;1;0;1;0;0;0;1;0;0.01;0.01;;0;0;0;0.99;;;;;;;0;;0;1;;;;1;0;0;1;0;0;0;0;1;;1;0;1;3;0;0;0.01;0;0;1;ACTIVO
