11;ADIUV800LL;  ;ADITIVO UV 800LL;1;26;6;0;1;0;0;0;1;4.5;5.76;4.5;0;0;0;0;0;0;ADITIVO UV;96;2019-01-21 00:00:00;7641;100;0;NULL;;42;2017-11-15 15:38:19;NULL;NULL;NULL;NULL;0;0;NULL;NULL;1;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
12;ADIUVPSYNCH;  ;ADITIVO UVP SINSORB-P CIPEQ;1;26;6;0;1;0;0;0;0;21.1;21.1;21.1;0;0;0;0;0;0;;265;2018-10-27 00:00:00;6659;1;0;NULL;;45;2018-09-04 11:53:35;NULL;NULL;NULL;NULL;0;0;NULL;NULL;4;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
13;ADPA01;  ;ADITIVO PA01 PROVELAN;1;26;6;0;1;0;0;0;0;4.15;4.15;4.15;0;0;0;0;0;0;;4;2021-10-28 00:00:00;18638;1005;0;NULL;;55;2021-09-07 17:32:16;NULL;NULL;NULL;NULL;0;0;NULL;NULL;6;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
14;ADUV12770PR;  ;ADITIVO UV 12770 PROVELAN;1;26;6;0;1;0;0;0;0;6.5;6.5;6.5;0;0;0;0;0;0;;4;2020-12-04 00:00:00;12501;200;0;NULL;;29;2020-07-22 12:10:42;NULL;NULL;NULL;NULL;0;0;NULL;NULL;6;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
15;AGLOM;  ;AGLOMERADORA MOTOR 50 HP;1;17;1;0;1;0;0;0;0;0;6250;6250;0;0;0;0;6250;0;;NULL;NULL;NULL;NULL;0;NULL;;38;2017-10-24 14:16:58;38;2017-10-24 14:21:36;NULL;NULL;0;0;NULL;NULL;4;0;0;1;0;NULL;NULL;0;0;0;;1;VELASQUEZ SIERRA ERNESTO;1;0;0;NULL;0;0;6250;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
16;AGLOMERADOR;  ;AGLOMERADORA CON MOTOR 50HP;1;17;1;0;1;0;0;0;0;0;6250;6250;0;0;0;0;6250;0;;NULL;NULL;NULL;NULL;1;NULL;;38;2017-10-24 14:32:10;25;2017-11-10 09:29:01;NULL;NULL;0;0;NULL;NULL;4;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;6250;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
17;AMA5K1000V1;  ;ZUNCH AMARILLO 5KG 5MM 1000MT V1;1;16;3;0;1;0;0;0;1;1.304;1.338;1.288;0;3.18;3.78;0;3.58;0;;NULL;NULL;NULL;NULL;5;NULL;;26;2016-05-26 10:15:35;26;2016-05-26 10:46:19;NULL;NULL;0;0;NULL;NULL;1;0;0;1;0;33;2016-07-01 12:09:14;0;0;0;;1;;1;0;1;3;5;5;1.288;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
18;AMA5K1000V3;  ;ZUNCH AMARILLO 5KG 5MM 1000MT;1;16;3;0;1;0;0;0;1;0;1.337;1.337;0;2.8;0;0;3.18;0;;NULL;NULL;NULL;NULL;5;NULL;;26;2016-05-26 10:07:30;33;2016-07-19 17:10:03;NULL;NULL;0;0;NULL;NULL;1;0;0;1;0;33;2016-06-17 11:24:01;0;0;0;;1;;1;0;1;3;4.9;5.8;1.34;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
19;ANTSYNOB215;  ;ANTIOXIDANTE SYNOX - B215;1;26;6;0;1;0;0;0;0;12.84;12.84;12.84;0;0;0;0;0;0;;265;2018-10-27 00:00:00;6659;1;0;NULL;;45;2018-09-04 11:47:58;45;2018-09-04 11:48:09;NULL;NULL;0;0;NULL;NULL;4;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
20;APADITPOLIP;  ;POLIPROPILENO ADITIVO AP;1;26;6;0;1;0;0;0;0;0;10.12;0.931;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;0;NULL;;26;2016-03-23 10:05:42;29;2020-06-17 11:11:46;NULL;NULL;0;0;NULL;NULL;6;0;0;2;0;29;2021-10-01 18:43:38;0;0;0;;1;;1;0;0;3;0;0;4.236;0;4;0;NULL;NULL;NULL;1;1;0;ACTIVO
21;ARRIENDO;  ;REPOSICION ARRIENDO PROPC BODEGA;2;9;1;0;1;0;0;0;1;0;0;0;NULL;0;0;0;0;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0;0;0;1;NULL;NULL;NULL;1;1;0;INACTIVO
22;AZU5K1000V1;  ;ZUNCH AZUL 5KG 5MM 1000MT V1;1;16;3;0;1;0;0;0;1;0;1.028;1.028;0;3.18;0;0;3.18;0;;NULL;NULL;NULL;NULL;5;NULL;;26;2016-05-26 10:26:14;25;2019-06-20 12:57:48;NULL;NULL;0;0;NULL;NULL;1;0;0;1;0;33;2016-06-30 13:23:28;0;0;0;;1;;1;0;1;3;4.8;5.2;1.028;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
23;AZULCALEXPO;  ;AZUL CALIDAD EXPORTACION INTERCIA;1;13;6;0;1;0;0;0;0;0.4;0.45;0.4;0;0;0;0;0;0;;318;2016-12-27 00:00:00;2754;4060;0;NULL;;39;2016-11-23 15:49:06;NULL;NULL;NULL;NULL;0;0;NULL;NULL;4;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
24;BALDE10L;  ;BALDE PLASTICO 10L;1;23;1;0;1;0;0;0;1;0;0.01;0.01;NULL;0;0;0;2;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.01;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
25;BALDE12L;  ;BALDE PLASTICO 12L;1;23;1;0;1;0;0;0;1;0;0.01;0.01;NULL;0;0;0;2.5;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.01;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
26;BANA0001;  ;BANAVINCHAS;1;6;1;0;1;0;0;0;0;0.005;0.012;0.004;NULL;0;0;0;2;NULL;STOCK A DICIEMBRE;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.004;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
27;BASBAGPET;  ;BASURA BAGSA PET;1;27;6;0;0;0;0;0;0;0;0.01;0.719;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;0;NULL;;29;2020-09-03 12:36:30;NULL;NULL;NULL;NULL;0;0;NULL;NULL;6;0;0;2;0;55;2021-12-30 09:25:14;0;0;0;;1;;1;0;0;NULL;0;0;3.661;0;3;0;NULL;NULL;NULL;1;1;0;ACTIVO
28;BASPOLPBAGS;  ;BASURA POLIPROPILENO BAGSA;1;27;6;0;0;0;0;0;0;0;0.01;1.091;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;0;NULL;;29;2020-09-03 12:38:33;29;2021-06-16 13:57:09;NULL;NULL;0;0;NULL;NULL;6;0;0;2;0;55;2021-12-27 13:43:35;0;0;0;;1;;1;0;0;NULL;0;0;5.596;0;7;0;NULL;NULL;NULL;1;1;0;ACTIVO
29;BASUR;  ;BASURA/ PURGA;1;13;2;0;1;0;0;0;1;0;0.906;1.661;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;0;NULL;;NULL;NULL;33;2016-07-19 17:11:30;NULL;NULL;0;0;NULL;NULL;1;0;0;1;0;29;2021-12-14 13:01:24;1.103;0;0;;1;;1;0;0;3;0;0;8.297;1.1;7;0;NULL;NULL;NULL;1;1;0;ACTIVO
30;BOBICAR8.2;  ;"BOBINAS DE CARTON 8.2""*7MM*20CM";1;29;1;0;1;0;0;0;0;0.57;0.57;0.57;0;0;0;0;0;0;;1669;2021-01-08 00:00:00;13169;200;1;NULL;;29;2020-11-16 17:14:00;NULL;NULL;NULL;NULL;0;0;NULL;NULL;1;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
31;BOPLASSANR;  ;BOTELLON PLASTICO SANREVGUA;1;13;1;0;1;0;0;0;0;0.2;0.2;0.2;0;0;0;0;0;0;;1148;2021-05-26 00:00:00;16329;276;0;NULL;;29;2021-05-22 13:15:38;NULL;NULL;NULL;NULL;0;0;NULL;NULL;1;0;0;2;0;NULL;NULL;0;0;0;;1;;3;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
32;BUHLERCLAR1;  ;BUHLER CLARO INTERCIA;1;13;6;0;1;0;0;0;0;0.28;0.45;0.28;0;0;0;0;0;0;;318;2016-12-02 00:00:00;2625;523;0;NULL;;39;2016-11-23 12:52:11;NULL;NULL;NULL;NULL;0;0;NULL;NULL;4;0;0;2;0;NULL;NULL;0;0;0;;1;INTERCIA;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
33;BUHLERETCLA;  ;BUHLER RETORNABLE CLARO INTERCIA;1;13;6;0;1;0;0;0;0;0.15;0.45;0.15;0;0;0;0;0;0;;318;2016-12-02 00:00:00;2625;440;0;NULL;;39;2016-11-23 15:43:08;39;2016-11-23 15:44:20;NULL;NULL;0;0;NULL;NULL;4;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
34;BUHLERVERDE;  ;BUHLER VERDE INTERCIA;1;13;6;0;1;0;0;0;0;0.2;0.45;0.2;0;0;0;0;0;0;;318;2016-12-02 00:00:00;2625;400;0;NULL;;39;2016-11-23 15:42:11;NULL;NULL;NULL;NULL;0;0;NULL;NULL;4;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
35;BULT0000001;  ;BULTOS DE RECUPERADO;1;12;4;0;0;0;0;0;1;0;0;0.9;NULL;0;0;0;0;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.9;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
36;CABAZ000001;  ;CABO FINO AZUL 1H25;1;2;1;0;1;0;0;0;1;0.75;0.75;0.75;NULL;0;0;0;0;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.75;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
37;CABBC 00005;  ;CABO BICOLOR NEGRO NARANJA 5.35 KG;1;2;2;0;1;0;0;0;1;0;2.85;2.85;NULL;2.91;0;0;3.04;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;2.85;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
38;CABBC000002;  ;CABO NARANJA 4.5 KG 1/8;1;2;2;0;1;0;0;0;1;0;0.7;0.7;NULL;1.864;0;0;1.873;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.7;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
39;CABBC000004;  ;CABO BICOLOR NEGRO AMARILLO;1;2;1;0;1;0;0;0;1;0;2.3;2.3;NULL;3.1;0;0;3.1;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;2.3;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
40;CABBC00003;  ;CABO BICOLOR NEGRO NARANJA 1/8;1;2;2;0;1;0;0;0;1;0.7;2.2;0.7;NULL;3.1;0;0;3.1;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.7;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
41;CABBNA00002;  ;CABO FINO NARANJA 1H21 5KG;1;2;2;0;1;0;0;0;1;0;1.94;1.94;NULL;2.5;0;0;2.56;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;1.94;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
42;CABBNEG0002;  ;CABO FINO NEGRO 1H25 5 KG;1;2;2;0;1;0;0;0;1;0;1.2;1.2;NULL;2.98;0;0;2.98;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;1.2;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
43;CABFIN0005;  ;CABO FINO BLANCO TRANSPARENTE 1H21;1;2;2;0;1;0;0;0;1;0;0;NULL;NULL;0;0;0;0;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;NULL;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
44;CABIC5K1H35;  ;ROLLO CABO BICOLOR 1H35 DE 5KG;1;31;3;0;1;0;0;0;0;1.183;1.72;1.23;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;5;NULL;;55;2021-12-23 09:28:37;25;2021-12-27 12:21:51;NULL;NULL;0;0;NULL;NULL;3;5;0;1;0;55;2021-12-30 09:30:02;0;0;0;;1;;1;0;1;NULL;4.8;5.2;6.15;0;6;0;NULL;NULL;NULL;1;1;0;ACTIVO
45;CABICOL1H30;  ;ROLLO CABO 5KG BICOLOR 1H30;1;31;3;0;1;0;0;0;1;0.968;1.4;0.994;0;2.98;0;0;0.01;0;;NULL;NULL;NULL;NULL;5;NULL;;55;2021-09-22 14:32:15;NULL;NULL;NULL;NULL;0;0;NULL;NULL;3;5;0;1;0;29;2021-11-16 14:13:58;0;0;0;;1;;1;0;1;NULL;4.8;5.2;4.97;0;5;0;NULL;NULL;NULL;1;1;0;ACTIVO
46;CABICOL5;  ;CABO BICOLOR 1H40  5KG;1;2;3;0;1;0;0;0;0;1.183;1.121;1.278;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;5;NULL;;29;2021-11-30 09:15:03;29;2021-11-30 09:26:40;NULL;NULL;0;0;NULL;NULL;3;5;0;1;0;29;2021-12-07 09:21:36;0;0;0;;1;;1;0;0;NULL;0;0;6.4;0;6;0;NULL;NULL;NULL;1;1;0;ACTIVO
47;CABMUESTRA5;  ;CABOS DE MUESTRA;1;2;1;0;0;0;0;0;0;0.01;0.01;0.827;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;0;NULL;;29;2021-02-23 14:05:23;NULL;NULL;NULL;NULL;0;0;NULL;NULL;1;0;0;1;0;29;2021-10-18 16:59:21;0;0;0;;1;;2;0;0;NULL;0;0;4.269;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
48;CABNAR00001;  ;CABO NARANJA 1H25;1;2;2;0;1;0;0;0;1;0;1.655;1.655;NULL;0;0;0;0;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;1.655;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
49;CABNARA1KG;  ;CABO 1H25 NARANJA 1KG;1;2;3;0;1;0;0;0;0;1.555;0.01;1.592;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;1;NULL;;29;2021-04-01 16:18:42;25;2021-04-13 16:21:37;NULL;NULL;0;0;NULL;NULL;3;1;0;1;0;55;2021-12-15 11:24:48;0;0;0;;1;;2;0;1;NULL;0.8;1.2;1.592;0;2;0;NULL;NULL;NULL;1;1;0;ACTIVO
50;CABNARANJ;  ;CABO NARANJA 1H25 4.54 KG;1;2;3;0;1;0;0;0;1;1.128;3.45;1.121;0;2.98;0;0;2.98;0;;NULL;NULL;NULL;NULL;4.54;NULL;;NULL;NULL;29;2021-06-16 17:31:48;NULL;NULL;0;0;NULL;NULL;3;4.54;0;1;0;55;2021-09-01 15:54:10;0;0;0;;1;;2;0;1;3;4.3;4.8;5.101;0;5;0;NULL;NULL;NULL;1;1;0;ACTIVO
51;CABNARJ454;  ;CABO 1H21 NARANJ 5 KG K #2;1;2;3;0;1;0;0;0;1;1.303;3.33;3.45;0;0;0;0;3.326;0;;NULL;NULL;NULL;NULL;5;NULL;;NULL;NULL;25;2021-05-27 13:43:21;NULL;NULL;0;0;NULL;NULL;3;5;0;1;0;29;2021-07-09 18:02:54;0;0;0;;1;;1;0;1;3;4.8;5.2;17.4;0;1;0;NULL;NULL;NULL;1;1;0;ACTIVO
52;CABNEG1H25;  ;ROLLO CABO 5 KG NEGRO 1H25;1;31;3;0;1;0;0;0;1;1.2;1.2;1.4;0;2.98;0;0;0.01;0;;NULL;NULL;NULL;NULL;5;NULL;;29;2021-02-08 12:03:27;55;2021-08-12 11:10:37;NULL;NULL;0;0;NULL;NULL;3;4.54;0;1;0;29;2021-04-21 11:48:24;0;0;0;;1;;5;0;1;NULL;4.8;5.2;1.4;0;1;0;NULL;NULL;NULL;1;1;0;ACTIVO
53;CABNEG1H30;  ;ROLLO CABO 5 KG NEGRO 1H30;1;31;3;0;1;0;0;0;1;0.946;1.2;0.964;0;2.98;0;0;0.01;0;;NULL;NULL;NULL;NULL;5;NULL;;29;2021-02-08 12:04:13;55;2021-09-15 16:21:04;NULL;NULL;0;0;NULL;NULL;3;4.54;0;1;0;29;2021-11-09 12:35:11;0;0;0;;1;;5;0;1;NULL;4.8;5.2;4.82;0;5;0;NULL;NULL;NULL;1;1;0;ACTIVO
54;CABNEGRO5KG;  ;CABO 1-PX25 NEGRO REPROC 5KG;1;2;2;0;1;0;0;0;1;0;2.55;2.55;0;0;0;0;2.55;0;;NULL;NULL;NULL;NULL;0;NULL;;NULL;NULL;33;2016-07-19 17:13:45;NULL;NULL;0;0;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;0;3;0;0;2.55;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
55;CABOPPPROC;  ;CABO PP HACIENDA A PROCESAR;1;9;6;0;0;0;0;0;0;0;0.01;0.01;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;0;NULL;;29;2021-03-12 12:41:26;NULL;NULL;NULL;NULL;0;0;NULL;NULL;6;0;0;2;0;NULL;NULL;0;0;0;;1;;1;0;0;NULL;0;0;0;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
56;CABTR000001;  ;CABO TRANSPARENTE 4.5 KG;1;2;2;0;1;0;0;0;1;1.7;1.7;1.81;NULL;1.864;0;0;1.873;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;1.81;0;0;0;NULL;NULL;NULL;1;1;0;INACTIVO
57;CAJA ZAPATO;  ;CAJA PLASTICA PARA ZAPATOS;1;23;1;0;1;0;0;0;1;0;0.01;0.01;NULL;0;0;0;1;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.01;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
58;CAJAPLAST;  ;CAJA PLASTICA;1;23;1;0;1;0;0;0;1;0;0.01;0.01;NULL;0;0;0;1.95;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.01;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
59;CANA1H21454;  ;CABO 1H21 NARANJA  4.5KG #2;1;32;3;0;1;0;0;0;0;0;0;1.098;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;4.5;NULL;;55;2021-07-15 18:34:53;25;2021-07-15 19:22:43;NULL;NULL;0;0;NULL;NULL;3;4.5;0;2;0;NULL;NULL;0;0;0;;1;;2;0;1;NULL;4;5;1.098;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
60;CANA1H25SC;  ;CABO NARANJA 1H25 4.54KG C;1;32;3;0;1;0;0;0;0;0.01;0;0.791;0;0;0;0;0;0;;NULL;NULL;NULL;NULL;4.54;NULL;;55;2021-07-15 18:31:29;55;2021-08-12 10:49:09;NULL;NULL;0;0;NULL;NULL;3;4.54;0;2;0;55;2021-08-12 10:51:11;0;0;0;;1;;2;0;1;NULL;3.8;5.2;3.207;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
61;CANASTILL;  ;CANASTILLA PLASTICA;1;23;1;0;1;0;0;0;1;0;0.01;0.01;NULL;0;0;0;0.75;NULL;;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;0;0;0;;1;;1;0;1;3;0;0;0.01;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
62;CAONARA5KG;  ;CABO NARANJA 5KG K;1;2;6;0;1;0;0;0;0;1.098;1.098;0.994;0;0;0;0;2.32;0;;1556;2021-03-16 00:00:00;14845;20550;1;NULL;;29;2021-04-27 12:11:30;55;2021-07-19 15:39:37;NULL;NULL;0;0;NULL;NULL;6;0;0;1;0;29;2021-06-29 11:26:52;0;0;0;;1;;2;0;0;NULL;0;0;0.994;0;0;0;NULL;NULL;NULL;1;1;0;ACTIVO
