40;0000040;130;N/A;999999999;1300;1456;156;0;0;2019-15-10;29;1;1;GENERADA;ACTIVA
41;0000041;284;N/A;999999999;1074;1202.88;128.88;0;0;2019-16-10;29;1;1;GENERADA;ACTIVA
42;0000042;24;N/A;999999999;4050;4536;486;0;0;2019-16-10;29;1;1;GENERADA;ACTIVA
43;0000043;28;N/A;999999999;145;162.4;17.4;0;0;2019-16-10;29;1;1;GENERADA;ACTIVA
44;0000044;28;N/A;999999999;173.6964286;194.54;20.84357143;0;0;2019-17-10;29;1;1;GENERADA;ACTIVA
45;0000045;28;N/A;999999999;14500;16240;1740;0;0;2019-17-10;29;1;1;GENERADA;ACTIVA
46;0000046;28;N/A;999999999;4350;4872;522;0;0;2019-17-10;29;1;1;GENERADA;ACTIVA
47;0000047;494;N/A;999999999;745;834.4;89.4;298;0;2019-17-10;29;1;1;GENERADA;ACTIVA
48;0000048;243;N/A;999999999;636;712.32;76.32;0;0;2019-17-10;29;1;1;GENERADA;ACTIVA
49;0000049;243;N/A;999999999;1590;1780.8;190.8;0;0;2019-17-10;29;1;1;GENERADA;ACTIVA
50;0000050;438;N/A;999999999;745;834.4;89.4;0;0;2019-17-10;29;1;1;GENERADA;ACTIVA
51;0000051;530;N/A;999999999;795;890.4;95.4;0;0;2019-17-10;29;1;1;GENERADA;ACTIVA
52;0000052;256;N/A;999999999;6705;7509.6;804.6;0;0;2019-18-10;29;1;1;GENERADA;ACTIVA
53;0000053;256;N/A;999999999;6705;7509.6;804.6;0;0;2019-18-10;29;1;1;GENERADA;ACTIVA
54;0000054;256;N/A;999999999;8046;9011.52;965.52;0;0;2019-18-10;29;1;1;GENERADA;ACTIVA
55;0000055;96;N/A;999999999;5400;6048;648;0;0;2019-18-10;29;1;1;GENERADA;ACTIVA
56;0000056;28;N/A;999999999;2900;3248;348;0;0;2019-18-10;29;1;1;GENERADA;ACTIVA
57;0000057;321;N/A;999999999;480;537.6;57.6;0;0;2019-18-10;29;1;1;GENERADA;ACTIVA
58;0000058;331;N/A;999999999;894;1001.28;107.28;0;0;2019-22-10;29;1;1;GENERADA;ACTIVA
59;0000059;243;N/A;999999999;477;534.24;57.24;0;0;2019-22-10;29;1;1;GENERADA;ACTIVA
60;0000060;202;N/A;999999999;2385;2671.2;286.2;0;0;2019-22-10;29;1;1;GENERADA;ACTIVA
61;0000061;147;N/A;999999999;3380;3785.6;405.6;0;0;2019-23-10;29;1;1;GENERADA;ACTIVA
62;0000062;531;N/A;999999999;1690;1892.8;202.8;0;0;2019-23-10;29;1;1;GENERADA;ACTIVA
63;0000063;515;N/A;999999999;14900;16688;1788;2980;0;2019-23-10;29;1;1;GENERADA;ACTIVA
64;0000064;515;N/A;999999999;14900;16688;1788;2980;0;2019-23-10;29;1;1;GENERADA;ACTIVA
65;0000065;517;N/A;999999999;1590;1780.8;190.8;477;0;2019-24-10;29;1;1;GENERADA;ACTIVA
66;0000066;243;N/A;999999999;1590;1780.8;190.8;0;0;2019-25-10;29;1;1;GENERADA;ACTIVA
67;0000067;531;N/A;999999999;1690;1892.8;202.8;0;0;2019-28-10;29;1;1;GENERADA;ACTIVA
68;0000068;147;N/A;999999999;5492.5;6151.6;659.1;0;0;2019-28-10;29;1;1;GENERADA;ACTIVA
69;0000069;418;N/A;999999999;745;834.4;89.4;0;0;2019-29-10;29;1;1;GENERADA;ACTIVA
70;0000070;532;N/A;999999999;1590;1780.8;190.8;318;0;2019-30-10;29;1;1;GENERADA;ACTIVA
71;0000071;232;N/A;999999999;149;166.88;17.88;0;0;2019-31-10;29;1;1;GENERADA;ACTIVA
72;0000072;147;N/A;999999999;8027.5;8990.8;963.3;0;0;2019-05-11;29;1;1;GENERADA;ACTIVA
73;0000073;147;N/A;999999999;2112.5;2366;253.5;0;0;2019-05-11;29;1;1;GENERADA;ACTIVA
74;0000074;488;N/A;999999999;4842.5;5423.6;581.1;0;0;2019-06-11;29;1;1;GENERADA;ACTIVA
75;0000075;462;N/A;999999999;1300.196429;1456.22;156.0235714;0;0;2019-06-11;29;1;1;GENERADA;ACTIVA
76;0000076;154;N/A;999999999;1490;1668.8;178.8;0;0;2019-06-11;29;1;1;GENERADA;ACTIVA
77;0000077;508;N/A;999999999;7450;8344;894;1117.5;0;2019-06-11;29;1;1;GENERADA;ACTIVA
78;0000078;28;N/A;999999999;2900;3248;348;0;0;2019-06-11;29;1;1;GENERADA;ACTIVA
79;0000079;24;N/A;999999999;4050;4536;486;0;0;2019-06-11;29;1;1;GENERADA;ACTIVA
80;0000080;516;N/A;999999999;447;500.64;53.64;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
81;0000081;506;N/A;999999999;7450;8344;894;1117.5;0;2019-07-11;29;1;1;GENERADA;ACTIVA
82;0000082;405;N/A;999999999;6258;7008.96;750.96;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
83;0000083;405;N/A;999999999;6258;7008.96;750.96;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
84;0000084;243;N/A;999999999;159;178.08;19.08;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
85;0000085;243;N/A;999999999;159;178.08;19.08;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
86;0000086;526;N/A;999999999;3180;3561.6;381.6;318;0;2019-07-11;29;1;1;GENERADA;ACTIVA
87;0000087;520;N/A;999999999;900;1008;108;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
88;0000088;370;N/A;999999999;1200;1344;144;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
89;0000089;370;N/A;999999999;1200;1344;144;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
90;0000090;370;N/A;999999999;1500;1680;180;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
91;0000091;370;N/A;999999999;750;840;90;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
92;0000092;370;N/A;999999999;750;840;90;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
93;0000093;243;N/A;999999999;1272;1424.64;152.64;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
94;0000094;243;N/A;999999999;1590;1780.8;190.8;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
95;0000095;243;N/A;999999999;1272;1424.64;152.64;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
96;0000096;243;N/A;999999999;1272;1424.64;152.64;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
97;0000097;243;N/A;999999999;1590;1780.8;190.8;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
98;0000098;243;N/A;999999999;1399.196429;1567.1;167.9035714;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
99;0000099;526;N/A;999999999;3180;3561.6;381.6;318;0;2019-07-11;29;1;1;GENERADA;ACTIVA
100;0000100;370;N/A;999999999;1500;1680;180;0;0;2019-07-11;29;1;1;GENERADA;ACTIVA
101;0000101;531;N/A;999999999;1690;1892.8;202.8;0;0;2019-08-11;29;1;1;GENERADA;ACTIVA
102;0000102;154;N/A;999999999;1490;1668.8;178.8;0;0;2019-08-11;29;1;1;GENERADA;ACTIVA
103;0000103;165;N/A;999999999;1590;1780.8;190.8;0;0;2019-11-11;29;1;1;GENERADA;ACTIVA
104;0000104;533;N/A;999999999;1509;1690.08;181.08;0;0;2019-11-11;29;1;1;GENERADA;ACTIVA
105;0000105;284;N/A;999999999;1593.098214;1784.27;191.1717857;0;0;2019-11-11;29;1;1;GENERADA;ACTIVA
106;0000106;530;N/A;999999999;1590;1780.8;190.8;0;0;2019-11-11;29;1;1;GENERADA;ACTIVA
107;0000107;155;N/A;999999999;750;840;90;0;0;2019-11-11;29;1;1;GENERADA;ACTIVA
108;0000108;479;N/A;999999999;1398;1565.76;167.76;0;0;2019-08-11;29;1;1;GENERADA;ACTIVA
109;0000109;479;N/A;999999999;1398;1565.76;167.76;0;0;2019-11-11;29;1;1;GENERADA;ACTIVA
110;0000110;449;N/A;999999999;184;206.08;22.08;0;0;2019-11-11;29;1;1;GENERADA;ACTIVA
111;0000111;147;N/A;999999999;5492.5;6151.6;659.1;0;0;2019-12-11;29;1;1;GENERADA;ACTIVA
112;0000112;96;N/A;999999999;3375;3780;405;0;0;2019-12-11;29;1;1;GENERADA;ACTIVA
113;0000113;24;N/A;999999999;2700;3024;324;0;0;2019-13-11;29;1;1;GENERADA;ACTIVA
114;0000114;28;N/A;999999999;7250;8120;870;0;0;2019-13-11;29;1;1;GENERADA;ACTIVA
115;0000115;534;N/A;999999999;1400;1568;168;0;0;2019-13-11;29;1;1;GENERADA;ACTIVA
116;0000116;300;N/A;999999999;1400;1568;168;0;0;2019-13-11;29;1;1;GENERADA;ACTIVA
117;0000117;488;N/A;999999999;7450;8344;894;1117.5;0;2019-14-11;29;1;1;GENERADA;ACTIVA
118;0000118;181;N/A;999999999;1690;1892.8;202.8;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
119;0000119;181;N/A;999999999;1690;1892.8;202.8;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
120;0000120;130;N/A;999999999;3250;3640;390;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
121;0000121;421;N/A;999999999;372.5;417.2;44.7;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
122;0000122;96;N/A;999999999;2025;2268;243;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
123;0000123;321;N/A;999999999;1690;1892.8;202.8;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
124;0000124;535;N/A;999999999;3576;4005.12;429.12;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
125;0000125;243;N/A;999999999;1208.401786;1353.41;145.0082143;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
126;0000126;243;N/A;999999999;1431;1602.72;171.72;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
127;0000127;243;N/A;999999999;954;1068.48;114.48;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
128;0000128;214;N/A;999999999;4824;5402.88;578.88;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
129;0000129;530;N/A;999999999;1272;1424.64;152.64;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
130;0000130;37;N/A;999999999;1800;2016;216;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
131;0000131;438;N/A;999999999;745;834.4;89.4;0;0;2019-14-11;29;1;1;GENERADA;ACTIVA
132;0000132;533;N/A;999999999;1290;1444.8;154.8;0;0;2019-15-11;29;1;1;GENERADA;ACTIVA
133;0000133;421;N/A;999999999;372.5;417.2;44.7;0;0;2019-18-11;29;1;1;GENERADA;ACTIVA
134;0000134;243;N/A;999999999;954;1068.48;114.48;0;0;2019-18-11;29;1;1;GENERADA;ACTIVA
135;0000135;243;N/A;999999999;954;1068.48;114.48;0;0;2019-18-11;29;1;1;GENERADA;ACTIVA
136;0000136;489;N/A;999999999;8940;10012.8;1072.8;1341;0;2019-19-11;29;1;1;GENERADA;ACTIVA
137;0000137;130;N/A;999999999;2340;2620.8;280.8;0;0;2019-19-11;29;1;1;GENERADA;ACTIVA
138;0000138;147;N/A;999999999;5915;6624.8;709.8;0;0;2019-19-11;29;1;1;GENERADA;ACTIVA
139;0000139;531;N/A;999999999;1690;1892.8;202.8;0;0;2019-19-11;29;1;1;GENERADA;ACTIVA
140;0000140;534;N/A;999999999;1400;1568;168;0;0;2019-19-11;29;1;1;GENERADA;ACTIVA
141;0000141;300;N/A;999999999;1400;1568;168;0;0;2019-19-11;29;1;1;GENERADA;ACTIVA
142;0000142;405;N/A;999999999;2980;3337.6;357.6;0;0;2019-20-11;29;1;1;GENERADA;ACTIVA
143;0000143;130;N/A;999999999;1690;1892.8;202.8;0;0;2019-20-11;29;1;1;GENERADA;ACTIVA
144;0000144;181;N/A;999999999;1014;1135.68;121.68;0;0;2019-20-11;29;1;1;GENERADA;ACTIVA
145;0000145;147;N/A;999999999;3380;3785.6;405.6;1690;0;2019-20-11;29;1;1;GENERADA;ACTIVA
146;0000146;28;N/A;999999999;7250;8120;870;0;0;2019-20-11;29;1;1;GENERADA;ACTIVA
147;0000147;415;N/A;999999999;300;336;36;0;0;2019-21-11;29;1;1;GENERADA;ACTIVA
148;0000148;535;N/A;999999999;1788;2002.56;214.56;0;0;2019-21-11;29;1;1;GENERADA;ACTIVA
149;0000149;243;N/A;999999999;1256.098214;1406.83;150.7317857;0;0;2019-21-11;29;1;1;GENERADA;ACTIVA
150;0000150;243;N/A;999999999;1462.803571;1638.34;175.5364286;0;0;2019-21-11;29;1;1;GENERADA;ACTIVA
151;0000151;243;N/A;999999999;1208.401786;1353.41;145.0082143;0;0;2019-21-11;29;1;1;GENERADA;ACTIVA
152;0000152;228;N/A;999999999;9000;10080;1080;0;0;2019-21-11;29;1;1;GENERADA;ACTIVA
153;0000153;228;N/A;999999999;9000;10080;1080;0;0;2019-25-11;29;1;1;GENERADA;ACTIVA
154;0000154;535;N/A;999999999;1788;2002.56;214.56;0;0;2019-25-11;29;1;1;GENERADA;ACTIVA
155;0000155;516;N/A;999999999;2235;2503.2;268.2;0;0;2019-25-11;29;1;1;GENERADA;ACTIVA
156;0000156;405;N/A;999999999;5662;6341.44;679.44;0;0;2019-25-11;29;1;1;GENERADA;ACTIVA
157;0000157;24;N/A;999999999;6750;7560;810;0;0;2019-25-11;29;1;1;GENERADA;ACTIVA
158;0000158;96;N/A;999999999;1350;1512;162;0;0;2019-25-11;29;1;1;GENERADA;ACTIVA
159;0000159;530;N/A;999999999;1272;1424.64;152.64;0;0;2019-26-11;29;1;1;GENERADA;ACTIVA
160;0000160;515;N/A;999999999;10430;11681.6;1251.6;2086;0;2019-26-11;29;1;1;GENERADA;ACTIVA
161;0000161;232;N/A;999999999;333.7589286;373.81;40.05107143;0;0;2019-28-11;29;1;1;GENERADA;ACTIVA
162;0000162;331;N/A;999999999;894;1001.28;107.28;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
163;0000163;165;N/A;999999999;1590;1780.8;190.8;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
164;0000164;213;N/A;999999999;2862.241071;3205.71;343.4689286;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
165;0000165;205;N/A;999999999;2980;3337.6;357.6;447;0;2019-02-12;29;1;1;GENERADA;ACTIVA
166;0000166;520;N/A;999999999;600;672;72;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
167;0000167;370;N/A;999999999;600;672;72;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
168;0000168;359;N/A;999999999;745;834.4;89.4;223.5;0;2019-02-12;29;1;1;GENERADA;ACTIVA
169;0000169;359;N/A;999999999;745;834.4;89.4;223.5;0;2019-02-12;29;1;1;GENERADA;ACTIVA
170;0000170;243;N/A;999999999;1558.196429;1745.18;186.9835714;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
171;0000171;243;N/A;999999999;1287.901786;1442.45;154.5482143;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
172;0000172;243;N/A;999999999;143.0982143;160.27;17.17178571;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
173;0000173;415;N/A;999999999;1690;1892.8;202.8;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
174;0000174;28;N/A;999999999;7250;8120;870;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
175;0000175;96;N/A;999999999;1350;1512;162;0;0;2019-02-12;29;1;1;GENERADA;ACTIVA
176;0000176;102;N/A;999999999;55;61.6;6.6;0;0;2019-03-12;29;1;1;GENERADA;ACTIVA
177;0000177;28;N/A;999999999;2900;3248;348;0;0;2019-03-12;29;1;1;GENERADA;ACTIVA
178;0000178;467;N/A;999999999;620;694.4;74.4;0;0;2019-03-12;29;1;1;GENERADA;ACTIVA
179;0000179;521;N/A;999999999;149;166.88;17.88;14.9;0;2019-04-12;29;1;1;GENERADA;ACTIVA
180;0000180;488;N/A;999999999;8940;10012.8;1072.8;1341;0;2019-04-12;29;1;1;GENERADA;ACTIVA
181;0000181;506;N/A;999999999;4470;5006.4;536.4;670.5;0;2019-04-12;29;1;1;GENERADA;ACTIVA
182;0000182;508;N/A;999999999;4470;5006.4;536.4;670.5;0;2019-04-12;29;1;1;GENERADA;ACTIVA
183;0000183;517;N/A;999999999;1590;1780.8;190.8;477;0;2019-04-12;29;1;1;GENERADA;ACTIVA
184;0000184;517;N/A;999999999;2067;2315.04;248.04;0;0;2019-05-12;29;1;1;GENERADA;ACTIVA
185;0000185;495;N/A;999999999;240;268.8;28.8;0;0;2019-05-12;29;1;1;GENERADA;ACTIVA
186;0000186;494;N/A;999999999;745;834.4;89.4;149;0;2019-05-12;29;1;1;GENERADA;ACTIVA
187;0000187;213;N/A;999999999;1961.758929;2197.17;235.4110714;0;0;2019-05-12;29;1;1;GENERADA;ACTIVA
188;0000188;494;N/A;999999999;2544;2849.28;305.28;508.8;0;2019-06-12;29;1;1;GENERADA;ACTIVA
189;0000189;269;N/A;999999999;676;757.12;81.12;0;0;2019-09-12;29;1;1;GENERADA;ACTIVA
190;0000190;270;N/A;999999999;676;757.12;81.12;0;0;2019-09-12;29;1;1;GENERADA;ACTIVA
191;0000191;28;N/A;999999999;1450;1624;174;0;0;2019-10-12;29;1;1;GENERADA;ACTIVA
192;0000192;536;N/A;999999999;1490;1668.8;178.8;149;0;2019-10-12;29;1;1;GENERADA;ACTIVA
193;0000193;130;N/A;999999999;3250;3640;390;0;0;2019-10-12;29;1;1;GENERADA;ACTIVA
194;0000194;489;N/A;999999999;10430;11681.6;1251.6;1564.5;0;2019-11-12;29;1;1;GENERADA;ACTIVA
195;0000195;28;N/A;999999999;8729;9776.48;1047.48;0;0;2019-11-12;29;1;1;GENERADA;ACTIVA
196;0000196;130;N/A;999999999;650;728;78;0;0;2019-11-12;29;1;1;GENERADA;ACTIVA
197;0000197;154;N/A;999999999;1490;1668.8;178.8;0;0;2019-11-12;29;1;1;GENERADA;ACTIVA
198;0000198;154;N/A;999999999;1490;1668.8;178.8;0;0;2019-11-12;29;1;1;GENERADA;ACTIVA
199;0000199;24;N/A;999999999;3483;3900.96;417.96;0;0;2019-11-12;29;1;1;GENERADA;ACTIVA
200;0000200;130;N/A;999999999;1950;2184;234;0;0;2019-11-12;29;1;1;GENERADA;ACTIVA
201;0000201;130;N/A;999999999;2600;2912;312;0;0;2019-12-12;29;1;1;GENERADA;ACTIVA
202;0000202;238;N/A;999999999;3380;3785.6;405.6;0;0;2019-12-12;29;1;1;GENERADA;ACTIVA
203;0000203;536;N/A;999999999;1490;1668.8;178.8;149;0;2019-12-12;29;1;1;GENERADA;ACTIVA
204;0000204;438;N/A;999999999;745;834.4;89.4;0;0;2019-16-12;29;1;1;GENERADA;ACTIVA
205;0000205;438;N/A;999999999;745;834.4;89.4;0;0;2019-16-12;29;1;1;GENERADA;ACTIVA
206;0000206;24;N/A;999999999;4617;5171.04;554.04;0;0;2019-16-12;29;1;1;GENERADA;ACTIVA
207;0000207;96;N/A;999999999;4050;4536;486;0;0;2019-16-12;29;1;1;GENERADA;ACTIVA
208;0000208;421;N/A;999999999;477;534.24;57.24;0;0;2019-16-12;29;1;1;GENERADA;ACTIVA
209;0000209;531;N/A;999999999;2687.098214;3009.55;322.4517857;0;0;2019-16-12;29;1;1;GENERADA;ACTIVA
210;0000210;181;N/A;999999999;1014;1135.68;121.68;0;0;2019-16-12;29;1;1;GENERADA;ACTIVA
211;0000211;515;N/A;999999999;11920;13350.4;1430.4;2384;0;2019-17-12;29;1;1;GENERADA;ACTIVA
212;0000212;515;N/A;999999999;11920;13350.4;1430.4;2384;0;2019-17-12;29;1;1;GENERADA;ACTIVA
213;0000213;533;N/A;999999999;2750;3080;330;0;0;2019-18-12;29;1;1;GENERADA;ACTIVA
214;0000214;213;N/A;999999999;4824;5402.88;578.88;0;0;2019-18-12;29;1;1;GENERADA;ACTIVA
215;0000215;370;N/A;999999999;1350;1512;162;0;0;2019-18-12;29;1;1;GENERADA;ACTIVA
216;0000216;107;N/A;999999999;1800;2016;216;0;0;2019-18-12;29;1;1;GENERADA;ACTIVA
217;0000217;522;N/A;999999999;1800;2016;216;0;0;2019-20-12;29;1;1;GENERADA;ACTIVA
218;0000218;522;N/A;999999999;1800;2016;216;0;0;2019-20-12;29;1;1;GENERADA;ACTIVA
219;0000219;522;N/A;999999999;1800;2016;216;0;0;2019-20-12;29;1;1;GENERADA;ACTIVA
220;0000220;540;N/A;999999999;69.5;77.84;8.34;0;0;2020-06-01;29;1;1;GENERADA;ACTIVA
221;0000221;406;N/A;999999999;14.90178571;16.69;1.788214286;0;0;2020-06-01;29;1;1;GENERADA;ACTIVA
222;0000222;406;N/A;999999999;1490;1668.8;178.8;298;0;2020-06-01;29;1;1;GENERADA;ACTIVA
223;0000223;165;N/A;999999999;15.90178571;17.81;1.908214286;0;0;2020-06-01;29;1;1;GENERADA;ACTIVA
224;0000224;165;N/A;999999999;1590;1780.8;190.8;0;0;2020-06-01;29;1;1;GENERADA;ACTIVA
225;0000225;405;N/A;999999999;5215;5840.8;625.8;0;0;2020-06-01;29;1;1;GENERADA;ACTIVA
226;0000226;331;N/A;999999999;14.90178571;16.69;1.788214286;0;0;2020-06-01;29;1;1;GENERADA;ACTIVA
227;0000227;270;N/A;999999999;845;946.4;101.4;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
228;0000228;154;N/A;999999999;1490;1668.8;178.8;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
229;0000229;521;N/A;999999999;14.90178571;16.69;1.788214286;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
230;0000230;521;N/A;999999999;149;166.88;17.88;14.9;0;2020-07-01;29;1;1;GENERADA;ACTIVA
231;0000231;516;N/A;999999999;14.90178571;16.69;1.788214286;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
232;0000232;506;N/A;999999999;14.90178571;16.69;1.788214286;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
233;0000233;506;N/A;999999999;4470;5006.4;536.4;670.5;0;2020-07-01;29;1;1;GENERADA;ACTIVA
234;0000234;488;N/A;999999999;14.90178571;16.69;1.788214286;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
235;0000235;488;N/A;999999999;14.90178571;16.69;1.788214286;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
236;0000236;488;N/A;999999999;4470;5006.4;536.4;670.5;0;2020-07-01;29;1;1;GENERADA;ACTIVA
237;0000237;516;N/A;999999999;1490;1668.8;178.8;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
238;0000238;130;N/A;999999999;1950;2184;234;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
239;0000239;130;N/A;999999999;975;1092;117;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
240;0000240;130;N/A;999999999;325;364;39;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
241;0000241;28;N/A;999999999;2840;3180.8;340.8;0;0;2020-07-01;29;1;1;GENERADA;ACTIVA
242;0000242;493;N/A;999999999;447;500.64;53.64;0;0;2020-08-01;29;1;1;GENERADA;ACTIVA
243;0000243;538;N/A;999999999;596;667.52;71.52;0;0;2020-08-01;29;1;1;GENERADA;ACTIVA
244;0000244;394;N/A;999999999;2600;2912;312;0;0;2020-08-01;29;1;1;GENERADA;ACTIVA
